Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Superintending Engineer,"S.E. Rapti Nahar Nirman Mandal-2, Basti (U.P.)","4,14,000",No,fixed,,Nil,Nil,Bituminous Painting on Approach Road of constructed D.R.B. at difference chanage in between km. 98.000 to km. 105.000 of Rapti Main Canal and constructed V.R.B/D.R.B. at difference chanage Birdpur Dy.,Bituminous Painting on Approach Road of constructed D.R.B. at difference chanage in between km. 98.000 to km. 105.000 of Rapti Main Canal and constructed V.R.B/D.R.B. at difference chanage Birdpur Dy.,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,120.0,Siddharthnagar,272152.0,NA ,NA ,NA ,"S.E. Rapti Nahar Nirman Mandal-2, Basti (U.P.)",No ,No,"5,230",Nil,Nil,No,17-Nov-2025 02:00 PM,28-Nov-2025 03:30 PM,18-Nov-2025 01:00 PM,28-Nov-2025 02:00 PM,NA ,NA ,18-Nov-2025 01:00 PM,28-Nov-2025 02:00 PM,06-Dec-2025 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti",Tender Notic 03/SE/2025-26,2025_UPIDC_1091427_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC,ANAND KUMAR ANAND,Internal,RAMESH PRASAD,Anand Kumar Anand,09-Dec-2025 02:57 PM,finsummary_2004875.pdf (106.56 KB),Technical,Admitted,Anand Kumar Anand,02-Dec-2025 08:52 PM,,ANAND KUMAR ANAND,Internal,RAMESH PRASAD,Anand Kumar Anand,03-Dec-2025 12:29 PM,06-Dec-2025 01:00 PM,techsummary_2004875.pdf (2091.49 KB),Finance,Admitted,Anand Kumar Anand,09-Dec-2025 02:53 PM,finance_2004875.pdf,BOQ Comparative Chart,1,5706048,APS CONSTRUCTION,28-Nov-2025 01:05 PM,Rejected-Finance,L3,09-Dec-2025 02:57 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti",2025_UPIDC_1091427_1,Tender Notic 03/SE/2025-26,Bituminous Painting on Approach Road of constructed D.R.B. at difference chanage in between km. 98.000 to km. 105.000 of Rapti Main Canal and constructed V.R.B/D.R.B. at difference chanage Birdpur Dy.,1.0,5708511.0,M/S KHURSED AHMAD,INR,"15,093,055.53",01-Jan-2026,"INR 15,093,055.53",120.0,Anand Kumar Anand,09-Jan-2026 03:39 PM,KA98000.pdf (619.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5702665,M/S ANIL KUMAR SHUKLA CONTRACTORS,28-Nov-2025 01:30 PM,Rejected-Technical,As pre uploaded result,03-Dec-2025 12:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5707153,M/S JITENDRA SINGH,28-Nov-2025 12:24 PM,Rejected-Technical,As pre uploaded result,03-Dec-2025 12:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5708511,M/S KHURSED AHMAD,28-Nov-2025 01:44 PM,Accepted-AOC,AOC L1,09-Jan-2026 03:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5708291,Om Nath Yadav,28-Nov-2025 12:25 PM,Rejected-Finance,L2,09-Dec-2025 02:57 PM,,,,,,,,,,,,,,,,,AOC
