S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5819365.0,NATIONAL TRADING COMPANY,INR,"655,606.4","SHAKIL AKHTAR ANSARI, BDO ANIL KUMAR RATHAUR, JE RED AWADHESH KUMAR PANDEY, ADO PANCHAYAT",Internal,,SHAKIL AKHTAR ANSARI,28-Jan-2026 01:07 PM,finsummary_2040880.pdf (144.30 KB),Technical,Bid Opening Summary,SHAKIL AKHTAR ANSARI,24-Jan-2026 04:33 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,2026_RDUP_1106156_1,1027 Date 12-01-2026 Work - 23,kshetr panchaayat muraleechhapara ke antargat ibraahimaabaad uparavaar mein open jeem ka nimaarn kaary,Finance,Bid Opening Summary,SHAKIL AKHTAR ANSARI,28-Jan-2026 12:17 PM,,BOQ Comparative Chart,"SHAKIL AKHTAR ANSARI, BDO ANIL KUMAR RATHAUR, JE RED AWADHESH KUMAR PANDEY, ADO PANCHAYAT",Internal,,SHAKIL AKHTAR ANSARI,24-Jan-2026 07:53 PM,27-Jan-2026 10:00 AM,techsummary_2040880.pdf (127.56 KB),1.0,5819696.0,AMIT CONSTRUCTION,22-Jan-2026 08:56 PM,Rejected-AOC,L3,28-Jan-2026 03:28 PM,28-Jan-2026,"INR 655,606.4",90.0,SHAKIL AKHTAR ANSARI,28-Jan-2026 03:28 PM,23.pdf (519.00 KB),AOC,AOC,kshetr panchaayat muraleechhapara ke antargat ibraahimaabaad uparavaar mein open jeem ka nimaarn kaary,kshetr panchaayat muraleechhapara ke antargat ibraahimaabaad uparavaar mein open jeem ka nimaarn kaary,nit ,NA ,"6,56,000",Civil Works,NA ,Tender,90.0,90.0,KP MURLICHHAPRA,277204.0,NA ,NA ,NA ,BDO OFFICE MURLICHHAPRA,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,500.0,BDO MURLICHHAPRA,MURLICHHAPRA,No,1,DD - Demand Draft,14-Jan-2026 11:00 AM,24-Jan-2026 04:00 PM,14-Jan-2026 11:00 AM,24-Jan-2026 03:00 PM,NA ,NA ,14-Jan-2026 11:00 AM,24-Jan-2026 03:00 PM,27-Jan-2026 10:00 AM,BDO MURLICHHAPRA,BDO OFFICE MURLICHHAPRA,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,1027 Date 12-01-2026 Work - 23,2026_RDUP_1106156_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"13,120",No,percentage,2.0%,BDO MURLICHHAPRA,MURLICHHAPRA,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5819365.0,NATIONAL TRADING COMPANY,22-Jan-2026 05:17 PM,Accepted-AOC,L1,28-Jan-2026 03:28 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5821528.0,RAM JI SINGH,24-Jan-2026 12:46 AM,Rejected-AOC,L2,28-Jan-2026 03:28 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
