S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,"2,81,500",No,fixed,,Nil,Nil,24-Jun-2025 06:55 PM,07-Jul-2025 11:00 AM,24-Jun-2025 06:55 PM,04-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 06:55 PM,04-Jul-2025 05:00 PM,25-Sep-2025 03:30 PM,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Construction of RCC Drain and laying interlocking tiles both side along Main road and Repair of Brick drain in Village- Tirthali yea WC-06,Construction of RCC Drain and laying interlocking tiles both side along Main road and Repair of Brick drain in Village- Tirthali yea WC-06,Please refer Tender documents. ,NA ,"1,40,68,955",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/354 DT-19/06/2025,2025_YEIDA_1051199_8,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"2,587",Nil,Nil,No,AOC,Technical,EVALUATION,VIKAS KUMAR,25-Sep-2025 03:05 PM,,Committee,Internal,Committee,VIKAS KUMAR,14-Oct-2025 12:12 PM,finsummary_1910852.pdf (2308.08 KB),Finance,UNDER EVALUATION,VIKAS KUMAR,14-Oct-2025 12:07 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,25-Sep-2025 03:08 PM,25-Sep-2025 03:30 PM,techsummary_1910852.pdf (613.68 KB),14-Oct-2025,"INR 9,649,896.3",365.0,VIKAS KUMAR,16-Jan-2026 04:21 PM,AN.pdf (2091.00 KB),AOC,1.0,5287826.0,M/S A.N.Construction,INR,"9,649,896.3",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1051199_8,YEA/GM(PROJECT)/2025/354 DT-19/06/2025,Construction of RCC Drain and laying interlocking tiles both side along Main road and Repair of Brick drain in Village- Tirthali yea WC-06,1,5287826,M/S A.N.Construction,04-Jul-2025 12:20 PM,Accepted-AOC,L1,16-Jan-2026 04:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5289466,M/s Bhanwar Singh,04-Jul-2025 01:57 PM,Rejected-Finance,L3,14-Oct-2025 12:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5289341,M/S HANUMAT BUILDERS,04-Jul-2025 01:51 PM,Rejected-Finance,L6,14-Oct-2025 12:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5289285,M/S S R ASSOCIATES,04-Jul-2025 04:16 PM,Rejected-Finance,L2,14-Oct-2025 12:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5289197,PARAS CONSTRUCTION,04-Jul-2025 12:43 PM,Rejected-Finance,L5,14-Oct-2025 12:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5282032,ROYAL CONSTRUCTION CO.,04-Jul-2025 12:25 PM,Rejected-Finance,L4,14-Oct-2025 12:12 PM,AOC
