S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,5784788,KRISHNA TRADERS,01-Jan-2026 05:46 PM,Accepted-AOC,Pass,22-Jan-2026 02:47 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,2025_REDUP_1100687_3,730/RED/Account/Tender Notice Dt 10.12.2025,Construction of Teen Shed Jaswant Nagar Kabristan Block Jaswant Nagar Etawah,1.0,5784788.0,KRISHNA TRADERS,INR,"1,029,463.81",22-Jan-2026,"INR 1,029,463.81",90.0,Sanjeev Kumar Verma,22-Jan-2026 02:47 PM,FEKabristan.pdf (188.00 KB),Er Sanjeev Kumar Verma,Internal,,Sanjeev Kumar Verma,22-Jan-2026 02:45 PM,finsummary_2028503.pdf (187.86 KB),Technical,Summary,Sanjeev Kumar Verma,08-Jan-2026 09:01 PM,technical_2028503.pdf,Er Sanjeev Kumar Verma,Internal,,Sanjeev Kumar Verma,08-Jan-2026 09:03 PM,12-Jan-2026 12:00 PM,techsummary_2028503.pdf (177.87 KB),Finance,Summary,Sanjeev Kumar Verma,22-Jan-2026 02:43 PM,finance_2028503.pdf,BOQ Comparative Chart,AOC,1.0,SBI Bank,"21,000",No,fixed,,Nil,Nil,860.0,Nil,Nil,No,Construction of Teen Shed Jaswant Nagar Kabristan Block Jaswant Nagar Etawah,Construction of Teen Shed Jaswant Nagar Kabristan Block Jaswant Nagar Etawah,Please refer Tender documents. ,NA ,"10,31,000",Civil Works,NA ,Tender,90.0,90.0,Etawah,206001.0,NA ,NA ,NA ,EE RED Etawah,No ,No,1,Fee/PreQual/Technical,.pdf,Technical,EE RED Etawah,EE RED Etawah,20-Dec-2025 05:15 PM,08-Jan-2026 12:30 PM,20-Dec-2025 05:15 PM,08-Jan-2026 12:00 PM,NA ,NA ,20-Dec-2025 05:15 PM,08-Jan-2026 12:00 PM,12-Jan-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,730/RED/Account/Tender Notice Dt 10.12.2025,2025_REDUP_1100687_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
2,5784795,M/S RAJESH KUMAR SAXENA,01-Jan-2026 06:02 PM,Rejected-Finance,Due to L2,22-Jan-2026 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
