Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Ambedkar Park Niranjanpur Bahadurpur ke boundry wall avm gate ka nirman karya,Ambedkar Park Niranjanpur Bahadurpur ke boundry wall avm gate ka nirman karya,as per sbd ,NA ,"14,54,000",Civil Works,NA ,Tender,90.0,90.0,WORKS,272001.0,NA ,NA ,NA ,O/O EERED BASTI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,1904/RED/VN-mahadeva/2025-26 Dt 26.11.25,2025_REDUP_1103190_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EERED BASTI,O/O EERED BASTI,"30,000",Yes,fixed,,Nil,Nil,944.0,Nil,Nil,No,01-Jan-2026 09:00 AM,06-Jan-2026 03:00 PM,01-Jan-2026 09:00 AM,06-Jan-2026 12:00 PM,01-Jan-2026 09:00 AM ,06-Jan-2026 12:00 PM ,01-Jan-2026 09:00 AM,06-Jan-2026 12:00 PM,12-Jan-2026 12:00 PM,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,technical,AOC,Finance,c,Ankur Verma,12-Jan-2026 03:00 PM,,BOQ Comparative Chart,ER ANKUR VERMA,Internal,ee,Ankur Verma,08-Jan-2026 02:49 PM,12-Jan-2026 12:00 PM,techsummary_2034351.pdf (244.48 KB),Technical,c,Ankur Verma,08-Jan-2026 11:15 AM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,29-Jan-2026 06:37 PM,finsummary_2034351.pdf (21.95 KB),29-Jan-2026,"INR 1,452,644.37",90.0,Ankur Verma,29-Jan-2026 06:40 PM,boqcomparativechart.pdf (22.00 KB),a,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2025_REDUP_1103190_1,1904/RED/VN-mahadeva/2025-26 Dt 26.11.25,Ambedkar Park Niranjanpur Bahadurpur ke boundry wall avm gate ka nirman karya,1.0,5785944.0,AR CONSTRUCTION,INR,"1,452,644.37",1,5785944,AR CONSTRUCTION,01-Jan-2026 11:38 PM,Accepted-AOC,a,29-Jan-2026 06:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5785932,M/S H.M.K. CONSTRUCTION,02-Jan-2026 12:02 AM,Rejected-Finance,r,29-Jan-2026 06:37 PM,AOC
