S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
1.0,5739106.0,M/s Amar Mani Tripathi,INR,"1,035,892.94",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2025_REDUP_1096554_8,1333/RED DEORIA/E-TENDER/2025-26. DATED 04.11.2025,VIKAS KHAND RAMPUR KARKHANA GRAMSABHA SIRSIYA ME PITCH ROAD SE SURENDRA SINGH KE GHOTHA AVM AMBEDKAR PARK KI TARAF CC ROAD KA NIRMAN KARYA,1,5739106,M/s Amar Mani Tripathi,12-Dec-2025 11:01 AM,Accepted-AOC,Lowest Rate,13-Jan-2026 07:23 PM,13-Jan-2026,"INR 1,035,892.94",120.0,Surya Prakash,13-Jan-2026 07:23 PM,220.pdf (1356.00 KB),Er. Surya Prakash,Internal,,Surya Prakash,13-Jan-2026 07:20 PM,finsummary_2018809.pdf (1355.73 KB),Technical,Technical Bid Open,Surya Prakash,16-Dec-2025 01:58 PM,,Er. Surya Prakash,Internal,,Surya Prakash,18-Dec-2025 01:33 PM,18-Dec-2025 03:00 PM,techsummary_2018809.pdf (1264.16 KB),Finance,Financial Bid Open,Surya Prakash,18-Dec-2025 04:59 PM,,BOQ Comparative Chart,AOC,766.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1333/RED DEORIA/E-TENDER/2025-26. DATED 04.11.2025,2025_REDUP_1096554_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Tender Notice,"24,000",Yes,fixed,,Nil,Nil,06-Dec-2025 10:00 AM,15-Dec-2025 02:30 PM,06-Dec-2025 10:00 AM,12-Dec-2025 12:00 PM,NA ,NA ,06-Dec-2025 10:00 AM,12-Dec-2025 12:00 PM,18-Dec-2025 03:00 PM,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",VIKAS KHAND RAMPUR KARKHANA GRAMSABHA SIRSIYA ME PITCH ROAD SE SURENDRA SINGH KE GHOTHA AVM AMBEDKAR PARK KI TARAF CC ROAD KA NIRMAN KARYA,VIKAS KHAND RAMPUR KARKHANA GRAMSABHA SIRSIYA ME PITCH ROAD SE SURENDRA SINGH KE GHOTHA AVM AMBEDKAR PARK KI TARAF CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"12,23,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,1.0,SBI Bank,AOC
,,,,,,,,,2,5739118,Rana Vikramaditya Singh,12-Dec-2025 10:18 AM,Rejected-Finance,Highest Rate,13-Jan-2026 07:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
