S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
1.0,5596374.0,M/S VASUDEV CONSTRUCTION,INR,"1,846,967.5","U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Meerut Division Ganga Canal, Meerut",2025_UPIDC_1075291_9,TN-04/EEMDGC/2025-26,TN-04/EE/2025-26 Reconstruction work of VRB at Km 27.600 of Left Bhola Rajwaha.(Lot-5),1,5592018,D S CONSTRUCTION,09-Oct-2025 02:59 PM,Rejected-Finance,L2,02-Dec-2025 07:58 PM,10-Jan-2026,"INR 1,846,967.5",60.0,vikas kumar,10-Jan-2026 02:57 PM,leftbhola27600.pdf (652.00 KB),Agreement with L1,EE Vikas Kumar,Internal,EE Manmohan singh,vikas kumar,02-Dec-2025 07:58 PM,finsummary_1975347.pdf (635.42 KB),Technical,Technical Evaluation,vikas kumar,14-Oct-2025 12:12 PM,technical_1975347.pdf,EE Vikas Kumar,Internal,EE Manmohan Singh,vikas kumar,14-Oct-2025 12:16 PM,15-Oct-2025 12:00 PM,techsummary_1975347.pdf (635.42 KB),Finance,Financial Evaluation,vikas kumar,04-Nov-2025 11:20 AM,,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,04-Oct-2025 10:00 AM,09-Oct-2025 04:00 PM,04-Oct-2025 10:00 AM,09-Oct-2025 03:00 PM,NA ,NA ,04-Oct-2025 11:00 AM,09-Oct-2025 03:00 PM,15-Oct-2025 12:00 PM,"46,800",No,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Meerut Division Ganga Canal, Meerut",TN-04/EEMDGC/2025-26,2025_UPIDC_1075291_9,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,TN-04/EE/2025-26 Reconstruction work of VRB at Km 27.600 of Left Bhola Rajwaha.(Lot-5),TN-04/EE/2025-26 Reconstruction work of VRB at Km 27.600 of Left Bhola Rajwaha.(Lot-5),As Per Tender Document ,As Per Tender Document ,"23,40,000",Civil Works - Canal,NA ,Tender,90.0,60.0,Meerut,250001.0,NA ,NA ,NA ,Meerut,No ,No,OFFICE OF THE EXECUTIVE ENGINEER MEERUT DIVISION G,EE MDGC MEERUT NEAR MAWANA BUS STAND MEERUT,944.0,Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,2,5589908,Modern engg Associates,09-Oct-2025 01:20 PM,Rejected-Finance,L3,02-Dec-2025 07:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5596374,M/S VASUDEV CONSTRUCTION,09-Oct-2025 02:07 PM,Accepted-AOC,Agreement with L1,10-Jan-2026 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
