S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,03-Nov-2025 10:00 AM,08-Nov-2025 03:00 PM,03-Nov-2025 10:00 AM,08-Nov-2025 12:00 PM,NA ,NA ,03-Nov-2025 10:00 AM,08-Nov-2025 12:00 PM,11-Nov-2025 12:00 PM,1,Fee/PreQual/Technical,.pdf,Technical,silt clearance/scraping internal sectionof channel and jungle clearance of Rajapur dy between KM 0.000 TO KM 17.000,silt clearance/scraping internal sectionof channel and jungle clearance,Please refer Tender documents. ,NA ,"8,22,000",Civil Works,NA ,Tender,90.0,21.0,GHZIPUR,233001.0,NA ,NA ,NA ,"E.E. DEOKALI PUMP CANAL DIVISIOIN II, GHAZIPUR",No ,No,"17,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||DPCD-2, ghazipur",02 Date 08.10.2025 (Lot-07),2025_UPIDC_1083435_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,"E.E. DEOKALI PUMP CANAL DIVISIOIN II, GHAZIPUR","E.E. DEOKALI PUMP CANAL DIVISIOIN II, GHAZIPUR",AOC,Rajendra Prasad,Internal,Rajendra Prasad,Rajendra Prasad,10-Nov-2025 09:28 PM,11-Nov-2025 12:00 PM,techsummary_1995859.pdf (90.48 KB),Finance,Total 2 bidders,Rajendra Prasad,12-Nov-2025 02:09 PM,,BOQ Comparative Chart,Rajendra Prasad,Internal,Rajendra Prasad,Rajendra Prasad,11-Dec-2025 12:02 PM,finsummary_1995859.pdf (365.07 KB),Technical,Total 2 Bidders,Rajendra Prasad,10-Nov-2025 12:29 PM,,1,5660859,M/S HARENDRA CONSTRUCTION,07-Nov-2025 11:36 AM,Rejected-Finance,L2,11-Dec-2025 12:02 PM,1.0,5657351.0,M/S RAMASHISH BHARDWAJ,INR,"813,741","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||DPCD-2, ghazipur",2025_UPIDC_1083435_2,02 Date 08.10.2025 (Lot-07),silt clearance/scraping internal sectionof channel and jungle clearance of Rajapur dy between KM 0.000 TO KM 17.000,29-Dec-2025,"INR 813,741",21.0,Rajendra Prasad,31-Jan-2026 04:27 PM,RajapurSilt.pdf (558.00 KB),M/S Ramashish Bhardwaj,AOC
,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5657351,M/S RAMASHISH BHARDWAJ,07-Nov-2025 06:51 AM,Accepted-AOC,L1,31-Jan-2026 04:27 PM,,,,,,,,,,,,,,,,,AOC
