Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"5,900",Nil,Nil,No,02-Jan-2026 11:00 AM,09-Jan-2026 04:00 PM,02-Jan-2026 11:00 AM,09-Jan-2026 03:00 PM,NA ,NA ,02-Jan-2026 11:00 AM,09-Jan-2026 03:00 PM,19-Jan-2026 01:00 PM,1.0,SBI Bank,"PM,UNIT-10,UPPCL","Project Manager, U.P. Projects Corporation Ltd., Unit-10, Udayog Kunj Road Near Haluwakhada (Rajwaha) Nauraiya Kheda (Nahar Kothi), Dada Nagar, Kanpur",1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,17/PM-10/UPPCL/2025-26/Dated 01.01.2026,2026_UPPRC_1103470_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"76,000",Yes,fixed,,Nil,Nil,"Additional Work in Upgradation and Renovation of Auditorium (Air-Conditioning on Stage) at Chatrapati Shahu Ji Maharaj University, Kanpur (U.P.)","Additional Work in Upgradation and Renovation of Auditorium (Air-Conditioning on Stage) at Chatrapati Shahu Ji Maharaj University, Kanpur (U.P.)","Additional Work in Upgradation and Renovation of Auditorium (Air-Conditioning on Stage) at Chatrapati Shahu Ji Maharaj University, Kanpur (U.P.) ",NA ,,Civil Works,NA ,Tender,90.0,120.0,CSJMU KANPUR,208024.0,NA ,NA ,NA ,"PM,UNIT-10,UPPCL",No ,No,AOC,"PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,BANDA,ACCOUNTANT,UNIT-10,KANPUR",SATYA PRIYA,27-Jan-2026 03:25 PM,finsummary_2034935.pdf (1085.84 KB),Technical,Summary1103470_1,SATYA PRIYA,16-Jan-2026 04:55 PM,technical_2034935.pdf,"PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,Banda,Accountant,Unit-10,Kanpur",SATYA PRIYA,16-Jan-2026 05:02 PM,19-Jan-2026 01:00 PM,techsummary_2034935.pdf (1085.84 KB),Finance,Summary1103470_1,SATYA PRIYA,24-Jan-2026 07:03 PM,finance_2034935.pdf,BOQ Comparative Chart,1,5794007,Advance Air Systems India Pvt. Ltd.,08-Jan-2026 06:31 PM,Accepted-AOC,L1,27-Jan-2026 03:43 PM,1.0,5794007.0,Advance Air Systems India Pvt. Ltd.,INR,"3,697,155.13",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,2026_UPPRC_1103470_1,17/PM-10/UPPCL/2025-26/Dated 01.01.2026,"Additional Work in Upgradation and Renovation of Auditorium (Air-Conditioning on Stage) at Chatrapati Shahu Ji Maharaj University, Kanpur (U.P.)",27-Jan-2026,"INR 3,697,155.13",120.0,SATYA PRIYA,27-Jan-2026 03:42 PM,LOA.pdf (702.00 KB),L1 BIDDER,AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5793071,M/s BABA BUILDER,07-Jan-2026 01:38 PM,Rejected-AOC,L2,27-Jan-2026 03:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5794971,Shivam Industries,09-Jan-2026 01:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Jan-2026 04:55 PM,,,,,,,,,,,,,,,,,AOC
