Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
05-Dec-2025 06:00 PM,22-Dec-2025 10:00 AM,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,NA ,NA ,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,31-Dec-2025 02:00 PM,"79,400",No,fixed,,U.P. State warehousing corporation,Lucknow,"1,180",U.P. State warehousing corporation,Lucknow,No,UP STATE WAREHOUSING CORPORATION,20251226101.0,2025_UPSWC_1096264_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,1.0,RTGS - RTGS Payment,Repair/Construction of UPSWC Godowns at Sarai Esar (Etawah),Repair/Construction of UPSWC Godowns at Sarai Esar (Etawah),Only registered contractor with UPSWC can apply ,NA ,"39,68,655",Civil Works,Maintenance /Construction Work ,Tender,90.0,120.0,Sarai Esar (Etawah),206002.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,18-Dec-2025 02:00 PM ,Head Office UPSWC,No ,No,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,AOC,Technical,Technical Bid Result,Madan Pal Singh,30-Dec-2025 07:25 PM,technical_2017965.pdf,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Rakesh Kumar Rawat Senior Account Officer, Suraj Rai Senior Account Officer,Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,02-Jan-2026 02:34 PM,finsummary_2017965.pdf (716.48 KB),Finance,Financial Bid Result,Madan Pal Singh,02-Jan-2026 12:38 PM,finance_2017965.pdf,BOQ Comparative Chart,Sachiv,Internal,"Sachiv (Chairperson), In Charge E.E.-Civil (Co-Ordinator), Manager Fin., Dy. Manager Fin.(Manish Sonkar), Sr. Acc. Officer (Suraj Rai), Sr. Acc. Officer (Rakesh Rawat), J.E. Civil, N.C.Joshi(Jr. Ass.)",Madan Pal Singh,30-Dec-2025 08:24 PM,31-Dec-2025 02:00 PM,techsummary_2017965.pdf (465.51 KB),09-Jan-2026,"INR 3,373,357.11",120.0,Rakesh Kumar Rawat,27-Jan-2026 03:31 PM,sarai.pdf (599.00 KB),Work Award,UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1096264_1,20251226101.0,Repair/Construction of UPSWC Godowns at Sarai Esar (Etawah),1.0,5759043.0,SHIVA ASSOCIATES,INR,"3,373,357.11",1,5756294,Ankur Constructions,19-Dec-2025 10:51 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5753920,A.T.CONS.,17-Dec-2025 09:38 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5749520,BIJNOR CONSTRUCTION and SUPPLIERS,17-Dec-2025 11:32 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5757822,GRACY ENTERPRISES,19-Dec-2025 08:34 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5759111,JAFARGANJ CONSTRUCTION,20-Dec-2025 02:26 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5754003,MAA DURGA CONSTRUCTION,17-Dec-2025 10:19 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5758123,M/s. Aakash Enterprises,19-Dec-2025 10:42 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5755805,M/S A.N CONSTRUCTIONS,18-Dec-2025 10:21 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5757946,M/S KRISHNA TRADERS,19-Dec-2025 09:12 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5757791,M/s satyavir singh contractor,19-Dec-2025 08:11 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:31 PM,AOC
