Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
EE RED Etawah,EE RED Etawah,1.0,corrigendum,Date,,1,Fee/PreQual/Technical,.pdf,Technical Bid,02-Dec-2025 03:00 PM,26-Dec-2025 12:30 PM,02-Dec-2025 03:00 PM,26-Dec-2025 12:00 PM,NA ,NA ,02-Dec-2025 03:00 PM,26-Dec-2025 12:00 PM,01-Jan-2026 02:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,662/RED/Account/Tender Notice Dt 13.11.2025,2025_REDUP_1095393_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"24,000",No,fixed,,Nil,Nil,Construction of Interlocking Road GP Dileepnagar Eknor Mahewa Road to Shamshan Ghat Block Mahewa Distt Etawah,Construction of Interlocking Road GP Dileepnagar Eknor Mahewa Road to Shamshan Ghat Block Mahewa Distt Etawah,Please refer Tender documents. ,NA ,"11,54,000",Civil Works,NA ,Tender,90.0,90.0,Etawah,206001.0,NA ,NA ,NA ,EE RED Etawah,No ,No,860.0,Nil,Nil,No,1.0,SBI Bank,AOC,Er Sanjeev Kumar Verma,Internal,,Sanjeev Kumar Verma,14-Jan-2026 02:10 PM,finsummary_2014833.pdf (195.87 KB),Technical,Summary,Sanjeev Kumar Verma,26-Dec-2025 12:48 PM,technical_2014833.pdf,Er Sanjeev Kumar Verma,Internal,,Sanjeev Kumar Verma,26-Dec-2025 05:59 PM,01-Jan-2026 02:00 PM,techsummary_2014833.pdf (497.65 KB),Finance,summary,Sanjeev Kumar Verma,01-Jan-2026 02:40 PM,finance_2014833.pdf,BOQ Comparative Chart,1,5751332,M/S J S D ENTERPRISES,19-Dec-2025 05:46 PM,Accepted-AOC,Pass,14-Jan-2026 02:13 PM,1.0,5751332.0,M/S J S D ENTERPRISES,INR,"1,152,884.35",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,2025_REDUP_1095393_1,662/RED/Account/Tender Notice Dt 13.11.2025,Construction of Interlocking Road GP Dileepnagar Eknor Mahewa Road to Shamshan Ghat Block Mahewa Distt Etawah,14-Jan-2026,"INR 1,152,884.35",90.0,Sanjeev Kumar Verma,14-Jan-2026 02:13 PM,FEJSD.pdf (196.00 KB),AOC
,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5757495,M/S VIKAS CONSTRUCTION,23-Dec-2025 05:25 PM,Rejected-Finance,Due to L2,14-Jan-2026 02:10 PM,,,,,,,,,,,,,,,,AOC
