Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,2025_UPPRC_1088698_1,25/PCL/GM/Zone-6/Noida/2025-26 DT. 06.11.2025,"Establishment of Tissue Culture Lab (Renovation/Refurbishing and Modernisation of existing Lab, establishment of Green Shed Net House and Primary Hardening Unit) at SVP A and T University Meerut in District Meerut",1.0,5684965.0,VAIBHAV LAXMI BUILDERS,INR,"18,478,844.168",1,5665314,A.A.ENTERPRISES,19-Nov-2025 01:46 PM,Rejected-Technical,Technically Not Qualify,08-Dec-2025 11:50 AM,05-Jan-2026,"INR 18,478,844",180.0,Karmendra Kumar Agrawal,08-Jan-2026 06:22 PM,TissueDOS.pdf (610.00 KB),"Contract value Rs. 2,18,05,035.00 with GST",General Manager Zone-6 Noida,Internal,General Manager Zone-4 Agra Project Manager Unit 33 Meerut Accountant Unit 33 Meerut,Karmendra Kumar Agrawal,08-Dec-2025 11:50 AM,09-Dec-2025 12:00 PM,techsummary_1997920.pdf (431.49 KB),Finance,Technically Qualified bidders bids opened. Out of them M/s VAIBHAV LAXMI BUILDERS Bid is First Lowest of amount Rupees 18478844.168,Karmendra Kumar Agrawal,24-Dec-2025 03:49 PM,finance_1997920.pdf,BOQ Comparative Chart,General Manager Zone-6 Noida,Internal,General Manager Zone-4 Agra Project Manager Unit 33 Meerut Accountant Unit 33 Meerut,Karmendra Kumar Agrawal,24-Dec-2025 03:53 PM,finsummary_1997920.pdf (431.49 KB),Technical,Five Bids are received. Three Bids are found Technically qualified,Karmendra Kumar Agrawal,08-Dec-2025 11:40 AM,technical_1997920.pdf,AOC,"4,71,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"Establishment of Tissue Culture Lab (Renovation/Refurbishing and Modernisation of existing Lab, establishment of Green Shed Net House and Primary Hardening Unit) at SVP A and T University Meerut in District Meerut","Establishment of Tissue Culture Lab (Renovation/Refurbishing and Modernisation of existing Lab, establishment of Green Shed Net House and Primary Hardening Unit) at SVP A and T University Meerut in District Meerut",Please refer Tender documents. ,NA ,"2,35,35,000",Civil Works,NA ,Tender,90.0,180.0,SVP A and T University Meerut in District Meerut,250110.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"17,700",Nil,Nil,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,25/PCL/GM/Zone-6/Noida/2025-26 DT. 06.11.2025,2025_UPPRC_1088698_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,06-Nov-2025 04:30 PM,20-Nov-2025 03:00 PM,06-Nov-2025 04:30 PM,20-Nov-2025 02:00 PM,NA ,NA ,06-Nov-2025 04:30 PM,20-Nov-2025 02:00 PM,09-Dec-2025 12:00 PM,"General Manager, UPPCL, Zone-6 Noida","K-2, Sector-116, Noida Gautambudha Nagar",AOC
,,,,,,,,,2,5686911,A.K. CONTRACTER,19-Nov-2025 01:56 PM,Rejected-AOC,Second Lowest,08-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5686391,M/s B.N. GOEL AND COMPANY,19-Nov-2025 11:34 AM,Rejected-AOC,Third Lowest,08-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5682674,SHEEL BIOTECH LIMITED,20-Nov-2025 01:22 PM,Rejected-Technical,Technically Not Qualify,08-Dec-2025 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5684965,VAIBHAV LAXMI BUILDERS,20-Nov-2025 10:02 AM,Accepted-AOC,First Lowest,08-Jan-2026 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
