Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT,Executive engineer,"Ex. En. Office H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.","1,062",UPSCIDCO,AGRA,No,1.0,RTGS - RTGS Payment,"CONSTRUCTION OF C.C. ROAD IN SHRI BABLURAM STREET AND SHRI JITENDRA SINGH CHAHAR JI STREET AT KARMYOGI, RENUKA BAGH, KAMLA NAGAR, WARD-87, AGRA.","CONSTRUCTION OF C.C. ROAD IN SHRI BABLURAM STREET AND SHRI JITENDRA SINGH CHAHAR JI STREET AT KARMYOGI, RENUKA BAGH, KAMLA NAGAR, WARD-87, AGRA.",Please refer Tender documents. ,NA ,"7,33,000",Civil Works,NA ,Tender,180.0,180.0,sikandra agra,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,"15,000",No,fixed,,UPSCIDCO,AGRA,24-Dec-2025 06:00 PM,31-Dec-2025 01:00 PM,24-Dec-2025 06:00 PM,31-Dec-2025 12:00 PM,NA ,NA ,24-Dec-2025 06:00 PM,31-Dec-2025 12:00 PM,26-May-2026 12:52 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,108/AGR/MLANORTH/25-26,2025_SCIDC_1101550_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Executive Engineer,Internal,,Sanjai Gangwar,02-Jan-2026 04:09 PM,finsummary_2030393.pdf (458.06 KB),Technical,All bids are ok.,Sanjai Gangwar,01-Jan-2026 12:08 PM,technical_2030393.pdf,Executive Engineer,Internal,,Sanjai Gangwar,01-Jan-2026 12:32 PM,01-Jan-2026 12:35 PM,techsummary_2030393.pdf (226.29 KB),Finance,Rate of M/s YASH CONSTRUCTION is Accepted.,Sanjai Gangwar,02-Jan-2026 03:33 PM,finance_2030393.pdf,BOQ Comparative Chart,1.0,5781763.0,YASH CONSTRUCTION,INR,"733,263.17",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,2025_SCIDC_1101550_1,108/AGR/MLANORTH/25-26,"CONSTRUCTION OF C.C. ROAD IN SHRI BABLURAM STREET AND SHRI JITENDRA SINGH CHAHAR JI STREET AT KARMYOGI, RENUKA BAGH, KAMLA NAGAR, WARD-87, AGRA.",1,5779517,M/S Om Constructions,29-Dec-2025 09:52 PM,Rejected-AOC,OK,02-Jan-2026 04:11 PM,02-Jan-2026,"INR 733,263.17",180.0,Sanjai Gangwar,02-Jan-2026 04:12 PM,108fr.pdf (458.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5781763,YASH CONSTRUCTION,30-Dec-2025 06:22 PM,Accepted-AOC,OK,02-Jan-2026 04:11 PM,,,,,,,AOC
