Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage
20-Jan-2026,"INR 350,012.8",21.0,Ashok Kumar Singh,20-Jan-2026 02:22 PM,TENDERCOMM.pdf (886.00 KB),Ist lowest,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVIII Circle Irrigation Works, Allahabad||ID-1, allahabad",2025_UPIDC_1085397_4,03/EE/2025-2026,SILT CLEARANCE/SCRAPING OF RAIPUR DY. FROM KM 0.000 TO KM 5.000 AND FROM KM 16.200 TO KM24.400,1.0,5639353.0,M/S OM SHANTI ENTERPRISES,INR,"350,012.8",1,5646412,M/S GUFRAN CONSTRUCTION,03-Nov-2025 12:53 PM,Rejected-Finance,IInd lowest,31-Dec-2025 02:06 PM,Finance,2 bidder found,Ashok Kumar Singh,07-Nov-2025 04:24 PM,,BOQ Comparative Chart,Ashok Kumar singh,Internal,Bipin kumar,Ashok Kumar Singh,07-Nov-2025 02:37 PM,07-Nov-2025 03:00 PM,techsummary_1989179.pdf (886.04 KB),Technical,2 bidder found,Ashok Kumar Singh,07-Nov-2025 02:06 PM,,Ashok Kumar Singh,Internal,bipin kumar,Ashok Kumar Singh,31-Dec-2025 02:06 PM,finsummary_1989179.pdf (886.04 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVIII Circle Irrigation Works, Allahabad||ID-1, allahabad",03/EE/2025-2026,2025_UPIDC_1085397_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EEID1 PRAYAGRAJ,IRRIGATION COLONY GOVINDPUR PRAYAGRAJ,27-Oct-2025 10:00 AM,04-Nov-2025 11:00 AM,27-Oct-2025 10:00 AM,03-Nov-2025 05:00 PM,NA ,NA ,27-Oct-2025 10:00 AM,03-Nov-2025 05:00 PM,07-Nov-2025 03:00 PM,1,Fee/PreQual/Technical,.pdf,DOCUMENT,1.0,Technical Bidd,Technical Bid,,766.0,Nil,Nil,No,SILT CLEARANCE/SCRAPING OF RAIPUR DY. FROM KM 0.000 TO KM 5.000 AND FROM KM 16.200 TO KM24.400,SILT CLEARANCE/SCRAPING OF RAIPUR DY. FROM KM 0.000 TO KM 5.000 AND FROM KM 16.200 TO KM24.400,Please refer Tender documents. ,NA ,"5,72,000",Civil Works - Canal,NA ,Rate Contract,90.0,21.0,EEID1 PRAYAGRAJ,211004.0,NA ,NA ,NA ,GOVINDPUR PRAYGRAJ,No ,No,"57,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,5639353,M/S OM SHANTI ENTERPRISES,31-Oct-2025 04:01 PM,Accepted-AOC,Ist lowest,20-Jan-2026 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
