Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
28-Oct-2025 04:00 PM,03-Nov-2025 01:30 PM,28-Oct-2025 04:00 PM,03-Nov-2025 12:30 PM,NA ,NA ,28-Oct-2025 04:00 PM,03-Nov-2025 12:30 PM,07-Nov-2025 01:00 PM,SILT CLEARANCE OF MANKAPUR DY. FROM KM 0.000 TO KM 10.960,SILT CLEARANCE OF MANKAPUR DY. FROM KM 0.000 TO KM 10.960,03/EE/2025-26 ,NA ,"2,95,000",Civil Works - Canal,NA ,Tender,90.0,NA ,SHAHJAHANPUR U.P,242001.0,NA ,NA ,NA ,SHARDA CANAL DIVISION SHAHJAHANPUR,No ,No,1,Fee/PreQual/Technical,.pdf,nit,EXECUTIVE ENGNINEER,SHARDA CANAL DIVISION SHAHJAHANPUR,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, shahjahanpur",03/EE/2025-26,2025_UPIDC_1081075_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,677.0,Nil,Nil,No,1.0,SBI Bank,"6,000",Yes,fixed,,Nil,Nil,AOC,Finance,f,SUNIL KUMAR BHASKAR,07-Nov-2025 02:06 PM,,BOQ Comparative Chart,SUNIL KUMAR BHASKAR E.E SHAHJAHANPUR,Internal,Devendra Kumar Sahai E.E,SUNIL KUMAR BHASKAR,06-Nov-2025 02:39 PM,07-Nov-2025 01:00 PM,techsummary_1991359.pdf (1647.93 KB),Technical,f,SUNIL KUMAR BHASKAR,06-Nov-2025 01:35 PM,,SUNIL KUMAR BHASKAR E.E,Internal,Devendra Kumar Sahai E.E,SUNIL KUMAR BHASKAR,11-Nov-2025 05:29 PM,finsummary_1991359.pdf (926.80 KB),11-Nov-2025,"INR 290,423.31",21.0,SUNIL KUMAR BHASKAR,13-Jan-2026 12:18 PM,mankapur.pdf (551.00 KB),AOC,1,5645799,M/S JITENDRA KUMAR GUPTA,02-Nov-2025 03:24 PM,Accepted-AOC,AOC,13-Jan-2026 12:18 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, shahjahanpur",2025_UPIDC_1081075_2,03/EE/2025-26,SILT CLEARANCE OF MANKAPUR DY. FROM KM 0.000 TO KM 10.960,1.0,5645799.0,M/S JITENDRA KUMAR GUPTA,INR,"290,423.31",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5645687,M/S MAMTA KASHYAP CONTRACTORS,02-Nov-2025 03:04 PM,Rejected-Finance,Highest Rate Rejected,11-Nov-2025 05:29 PM,,,,,,,,,,AOC
