S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,date extension,Date,,1.0,RTGS - RTGS Payment,"3,300",No,fixed,,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,06-Oct-2025 09:00 AM,18-Oct-2025 01:00 PM,06-Oct-2025 09:00 AM,17-Oct-2025 05:00 PM,NA ,NA ,06-Oct-2025 09:00 AM,17-Oct-2025 05:00 PM,25-Oct-2025 04:25 PM,590.0,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost and E.M.D. RTGS/NEFT slip, Tender document photocopy of Pan card, GSTIN, experience copy",UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,40/ETC-II(P)/2025-2026,2025_UPTCL_1080020_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Superintending Engineer,"Electricity Transmission Circle-II, U.P. Power Transmission Corporation Ltd. 57- George Town, Prayagraj.",40/ETC-II(P)/2025-2026,"Carriage AND replacement of old and static relay panel and 33 KV Breaker at various 132 KV Sub-stations under ETD-III, Prayagraj.",Please refer Tender documents. ,NA ,"2,71,710",Electrical Works,NA ,Tender,120.0,60.0,ETD NAINI PRAYAGRAJ,211002.0,NA ,NA ,NA ,PRAYAGRAJ.,No ,No,AOC,Finance,PART IInd HAS BEEN OPENED OF E-T-NO.40,GYANENDRA KUMAR,25-Oct-2025 04:53 PM,finance_1975853.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Executive Engineer (ETD-III), Senior Account Officer",GYANENDRA KUMAR,25-Oct-2025 04:21 PM,25-Oct-2025 04:25 PM,techsummary_1975853.pdf (377.71 KB),Technical,PART Ist HAS BEEN OPENED OF E-T-NO.40,GYANENDRA KUMAR,25-Oct-2025 04:16 PM,technical_1975853.pdf,Superintending Engineer,Internal,"Executive Engineer (ETD-III), Senior Account Officer",GYANENDRA KUMAR,25-Oct-2025 04:55 PM,finsummary_1975853.pdf (377.71 KB),1.0,Tender Revoked,40/ETC-II(P)/2025-2026,25-Oct-2025 03:47 PM,sum40.pdf ,177.37,Technical Opening,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,2025_UPTCL_1080020_1,40/ETC-II(P)/2025-2026,40/ETC-II(P)/2025-2026,1,5615662,B.R. ENTERPRISES,17-Oct-2025 01:01 PM,Rejected-AOC,IInd Lowest,31-Jan-2026 04:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5614322,M/S Maa Enterprises,16-Oct-2025 10:26 PM,Accepted-AOC,Ist Lowest,31-Jan-2026 04:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5615875,M/S New Sharma Electricals,17-Oct-2025 02:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Oct-2025 04:16 PM,AOC
