Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Bid Opening Summary,SHAKIL AKHTAR ANSARI,28-Jan-2026 11:43 AM,,BOQ Comparative Chart,"SHAKIL AKHTAR ANSARI, BDO ANIL KUMAR RATHAUR, JE RED AWADHESH KUMAR PANDEY, ADO PANCHAYAT",Internal,,SHAKIL AKHTAR ANSARI,24-Jan-2026 07:27 PM,27-Jan-2026 10:00 AM,techsummary_2040868.pdf (127.56 KB),1.0,5819728.0,AMIT CONSTRUCTION,22-Jan-2026 09:17 PM,Rejected-AOC,L3,28-Jan-2026 02:48 PM,28-Jan-2026,"INR 997,401.2",90.0,SHAKIL AKHTAR ANSARI,28-Jan-2026 02:48 PM,11.pdf (526.00 KB),AOC,1.0,5819407.0,NATIONAL TRADING COMPANY,INR,"997,401.2","SHAKIL AKHTAR ANSARI, BDO ANIL KUMAR RATHAUR, JE RED AWADHESH KUMAR PANDEY, ADO PANCHAYAT",Internal,"SHAKIL AKHTAR ANSARI, BDO ANIL KUMAR RATHAUR, JE RED AWADHESH KUMAR PANDEY, ADO PANCHAYAT",SHAKIL AKHTAR ANSARI,28-Jan-2026 01:36 PM,finsummary_2040868.pdf (144.30 KB),Technical,Bid Opening Summary,SHAKIL AKHTAR ANSARI,24-Jan-2026 04:38 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,2026_RDUP_1106144_1,1027 Date 12-01-2026 Work - 11,kshetr panchaayat muraleechhapara mein vibhinn sthaanon par 02 add ilektraanik haee maast laeet kee aapoorti va sthaapana,AOC,BDO MURLICHHAPRA,BDO OFFICE MURLICHHAPRA,1,DD - Demand Draft,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,1027 Date 12-01-2026 Work - 11,2026_RDUP_1106144_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,kshetr panchaayat muraleechhapara mein vibhinn sthaanon par 02 add ilektraanik haee maast laeet kee aapoorti va sthaapana,kshetr panchaayat muraleechhapara mein vibhinn sthaanon par 02 add ilektraanik haee maast laeet kee aapoorti va sthaapana,nit ,NA ,"9,98,000",Civil Works,NA ,Tender,90.0,90.0,KP MURLICHHAPRA,277204.0,NA ,NA ,NA ,BDO OFFICE MURLICHHAPRA,No ,No,"19,960",No,percentage,2.0%,BDO MURLICHHAPRA,MURLICHHAPRA,14-Jan-2026 11:00 AM,24-Jan-2026 04:00 PM,14-Jan-2026 11:00 AM,24-Jan-2026 03:00 PM,NA ,NA ,14-Jan-2026 11:00 AM,24-Jan-2026 03:00 PM,27-Jan-2026 10:00 AM,500.0,BDO MURLICHHAPRA,MURLICHHAPRA,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,,,,,,,,2.0,5819407.0,NATIONAL TRADING COMPANY,22-Jan-2026 05:39 PM,Accepted-AOC,L1,28-Jan-2026 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,AOC
,,,,,,,,,,,,,3.0,5821575.0,RAM JI SINGH,24-Jan-2026 01:38 AM,Rejected-AOC,L2,28-Jan-2026 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
