EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"30,000",No,fixed,,Nil,Nil,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE FIROZABAD,723/RED/2025-26 Dt. 15-11-2025,2025_REDUP_1099032_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical Bid,EXECUTIVE ENGINEER,"RED, FIROZABAD",15-Dec-2025 10:00 AM,20-Dec-2025 02:00 PM,15-Dec-2025 10:00 AM,20-Dec-2025 12:00 PM,NA ,NA ,15-Dec-2025 10:00 AM,20-Dec-2025 12:00 PM,30-Dec-2025 11:00 AM,Construction of interlocking pavement on both sides of the road from house of Shri Kishan in Gram Nagla Shroti to the public tri-junction at Puliya Nagla Shroti.,Construction of interlocking pavement on both sides of the road from house of Shri Kishan in Gram Nagla Shroti to the public tri-junction at Puliya Nagla Shroti.,Please refer Tender documents. ,NA ,"14,65,000",Civil Works,NA ,Tender,90.0,90.0,Construction of interlocking pavement on both side,283203.0,NA ,NA ,NA ,FIROZABAD,No ,No,1.0,SBI Bank,AOC,EE RED Firozabad,Internal,AE DAO RED Firozabad,Komal Agarwal,09-Jan-2026 01:35 PM,finsummary_2024445.pdf (607.40 KB),Technical,Summary,Komal Agarwal,22-Dec-2025 02:40 PM,,EE RED Firozabad,Internal,"AE, DAO, RED FIROZABAD",Komal Agarwal,29-Dec-2025 03:46 PM,30-Dec-2025 11:00 AM,techsummary_2024445.pdf (823.36 KB),Finance,Summary,Komal Agarwal,30-Dec-2025 04:50 PM,,BOQ Comparative Chart,1.0,5757547.0,M/s RAM KISHOR RATHOR,INR,"485,268.63",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE FIROZABAD,2025_REDUP_1099032_1,723/RED/2025-26 Dt. 15-11-2025,Construction of interlocking pavement on both sides of the road from house of Shri Kishan in Gram Nagla Shroti to the public tri-junction at Puliya Nagla Shroti.,1,5757253,AMR INFRATECH,19-Dec-2025 07:39 PM,Rejected-AOC,Highest bidder,09-Jan-2026 01:39 PM,09-Jan-2026,"INR 485,268.63",90.0,Komal Agarwal,09-Jan-2026 01:39 PM,dos.pdf (421.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5757547,M/s RAM KISHOR RATHOR,19-Dec-2025 07:22 PM,Accepted-AOC,Lowest Bidder,09-Jan-2026 01:39 PM,,,,,,,,AOC
