Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
24-Jan-2026,"INR 2,231,304.4",90.0,Akhil Kumar,24-Jan-2026 03:23 PM,AOC444.pdf (1651.00 KB),L1,1,4935973,M/S GARGA ASSOCIATES,10-Feb-2025 04:09 PM,Rejected-Finance,more than lowest,03-Mar-2025 02:00 PM,1.0,4936009.0,SURESH KUMAR CONTRACTOR,INR,"2,231,304.4",U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,2025_UPIDM_1002239_4,12//EE/MLCDBanda/2024-25,"All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm reach 4.55 to 5.015 km of the water distribution system of Main Minor under the new Singhvahini Pump Canal Lot-04",Technical,ATTACH,Akhil Kumar,16-Feb-2025 02:02 PM,technical_1786631.pdf,AKHIL KUMAR,Internal,,Akhil Kumar,03-Mar-2025 02:00 PM,finsummary_1786631.pdf (1394.46 KB),Finance,All bids are accepted as per financial criterion,Akhil Kumar,20-Feb-2025 06:32 PM,,BOQ Comparative Chart,EE MLCD,Internal,AE,Akhil Kumar,16-Feb-2025 02:10 PM,17-Feb-2025 10:00 AM,techsummary_1786631.pdf (21601.33 KB),AOC,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,12//EE/MLCDBanda/2024-25,2025_UPIDM_1002239_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL,EE MLCD BANDA,EE MLCD BANDA,854.0,Nil,Nil,No,"All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm reach 4.55 to 5.015 km of the water distribution system of Main Minor under the new Singhvahini Pump Canal Lot-04","All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm reach 4.55 to 5.015 km of the water distribution system of Main Minor under the new Singhvahini Pump Canal Lot-04","All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm reach 4.55 to 5.015 km of the water distribution system of Main Minor under the new Singhvahini Pump Canal Lot-04 ",NA ,"22,36,000",Civil Works,NA ,Tender,90.0,90.0,BANDA,210001.0,NA ,NA ,NA ,EE MLCD BANDA,No ,No,1.0,SBI Bank,05-Feb-2025 12:00 PM,11-Feb-2025 02:30 PM,05-Feb-2025 12:00 PM,11-Feb-2025 12:00 PM,NA ,NA ,05-Feb-2025 12:00 PM,11-Feb-2025 12:00 PM,17-Feb-2025 10:00 AM,"44,720",Yes,fixed,,Nil,Nil,AOC
,,,,,,,2,4936009,SURESH KUMAR CONTRACTOR,11-Feb-2025 09:50 AM,Accepted-AOC,L1,24-Jan-2026 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,Finance,.xls,FINANCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
