Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage
Bipin Bihari Singh,Internal,,Bipin Bihari Singh,13-Oct-2025 01:30 PM,13-Oct-2025 03:00 PM,techsummary_1969860.pdf (317.80 KB),Technical,attached,Bipin Bihari Singh,13-Oct-2025 01:07 PM,technical_1969860.pdf,13-Dec-2025,"INR 191,572.5",30.0,Bipin Bihari Singh,02-Jan-2026 07:27 PM,15.pdf (193.00 KB),attached,1,5581077,DINSH SINGH,04-Oct-2025 11:08 AM,Rejected-Finance,AS PER BOQ,13-Dec-2025 05:52 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID, gorakhpur",2025_UPIDC_1077402_15,01/EE/2025-26,Silt clearance of Jagpur minor from km. 0.000 to 7.800,BIPIN BIHARI SINGH,Internal,,Bipin Bihari Singh,13-Dec-2025 05:52 PM,finsummary_1969860.pdf (317.80 KB),Finance,ATTACHED,Bipin Bihari Singh,13-Dec-2025 05:50 PM,finance_1969860.pdf,BOQ Comparative Chart,1.0,5577546.0,M/S NIZAMI ENGINEERING WORKS,INR,"191,572.5",AOC,Silt clearance of Jagpur minor from km. 0.000 to 7.800,Silt clearance of Jagpur minor from km. 0.000 to 7.800,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,NA ,Gorakhpur,273009.0,NA ,NA ,NA ,Irrigation Division Gorakhpur,No ,No,589.0,Nil,Nil,No,"4,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID, gorakhpur",01/EE/2025-26,2025_UPIDC_1077402_15,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,27-Sep-2025 10:00 AM,04-Oct-2025 03:00 PM,27-Sep-2025 10:00 AM,04-Oct-2025 12:00 PM,NA ,NA ,27-Sep-2025 10:00 AM,04-Oct-2025 12:00 PM,13-Oct-2025 03:00 PM,1,Fee/PreQual/Technical,.pdf,BID,1.0,SBI Bank,Executive Engineer,Executive Engineer Irrigation Division Gorakhpur,AOC
,,,,,,,,,,,,,,,,,,,2,5577546,M/S NIZAMI ENGINEERING WORKS,03-Oct-2025 03:41 PM,Accepted-AOC,as per boq,02-Jan-2026 07:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC
