S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,5286085.0,DEEPTI INFRATECH,02-Jul-2025 03:45 PM,Rejected-Finance,L2,26-Nov-2025 04:46 PM,1.0,5248724.0,M/S ANUSHKA CONSTRUCTION,INR,"4,262,739.52",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1045380_8,YEA/GM(PROJECT)/2025/333 DT-30/05/2025,"Providing and Fixing of M.S boards (size 2.45m x 1.85m) in Yamuna Expressway Industrial Development Authority Area , YEA WC-02",08-Jan-2026,"INR 4,262,739.52",180.0,BHARAM PAL SINGH,08-Jan-2026 11:31 AM,aoc333_8.pdf (948.00 KB),AOC,Committee,Internal,Committee,VIKAS KUMAR,02-Sep-2025 11:43 AM,02-Sep-2025 01:00 PM,techsummary_1897850.pdf (12895.94 KB),Finance,UNDER EVALUATION,VIKAS KUMAR,26-Nov-2025 04:33 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,26-Nov-2025 04:46 PM,finsummary_1897850.pdf (280.80 KB),Technical,EVALUATION,VIKAS KUMAR,02-Sep-2025 11:35 AM,,AOC,1.0,Corrigendum 2,Date,,"1,751",Nil,Nil,No,03-Jun-2025 06:55 PM,04-Jul-2025 11:00 AM,03-Jun-2025 06:55 PM,02-Jul-2025 05:00 PM,NA ,NA ,03-Jun-2025 06:55 PM,02-Jul-2025 05:00 PM,02-Sep-2025 01:00 PM,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/333 DT-30/05/2025,2025_YEIDA_1045380_8,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"1,14,500",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",1.0,SBI Bank,"Providing and Fixing of M.S boards (size 2.45m x 1.85m) in Yamuna Expressway Industrial Development Authority Area , YEA WC-02","Providing and Fixing of M.S boards (size 2.45m x 1.85m) in Yamuna Expressway Industrial Development Authority Area , YEA WC-02",Please refer Tender documents. ,NA ,"57,08,771",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201310.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,AOC
2.0,5284731.0,KP CONST. CO.,02-Jul-2025 04:54 PM,Rejected-Finance,L3,26-Nov-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,AOC
3.0,5248724.0,M/S ANUSHKA CONSTRUCTION,13-Jun-2025 01:38 PM,Accepted-AOC,L1,08-Jan-2026 11:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,AOC
4.0,5249051.0,M/s Bhanwar Singh,13-Jun-2025 04:57 PM,Rejected-Technical,DISQUALIFIED,02-Sep-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,AOC
