S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5798362.0,M/S VNB INFRA TECH,INR,"1,546,892.337",Block Development Officer,Internal,,Manoj Kumar,19-Jan-2026 09:17 PM,finsummary_2036532.pdf (196.29 KB),Commissioner Rural Development UP||JDC Agra||CDO Mathura||DDO Mathura,2026_RDUP_1104121_1,"1561/Acc./Ni.Su./2025-26, dt. 17.12.2025",Vikash khand Chaumuha ke gram naugaon mai Dr. kanhaiyake ghar se nala ki aur parikarma marg pr interlocking nirman karya.,Technical,Technical Bid Open,Manoj Kumar,18-Jan-2026 07:16 PM,,Finance,Financial Bid Open,Manoj Kumar,19-Jan-2026 04:26 PM,,BOQ Comparative Chart,Block Development Officer,Internal,,Manoj Kumar,18-Jan-2026 08:05 PM,19-Jan-2026 01:00 PM,techsummary_2036532.pdf (199.87 KB),1,5798564,M/S Govind Ram Contractor And Suppliers,11-Jan-2026 10:42 PM,Rejected-Finance,Due to L2,19-Jan-2026 09:17 PM,19-Jan-2026,"INR 1,546,892.337",30.0,Manoj Kumar,20-Jan-2026 09:37 PM,Cau01.pdf (196.00 KB),AOC,"Block Development Officer, Block-Chaumuha","Block Development Officer, Block-Chaumuha, Distt. Mathura",Commissioner Rural Development UP||JDC Agra||CDO Mathura||DDO Mathura,"1561/Acc./Ni.Su./2025-26, dt. 17.12.2025",2026_RDUP_1104121_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,06-Jan-2026 03:00 PM,12-Jan-2026 04:00 PM,06-Jan-2026 03:00 PM,12-Jan-2026 04:00 PM,NA ,NA ,06-Jan-2026 03:00 PM,12-Jan-2026 04:00 PM,19-Jan-2026 01:00 PM,Vikash khand Chaumuha ke gram naugaon mai Dr. kanhaiyake ghar se nala ki aur parikarma marg pr interlocking nirman karya.,Vikash khand Chaumuha ke gram naugaon mai Dr. kanhaiyake ghar se nala ki aur parikarma marg pr interlocking nirman karya.,Please refer Tender documents. ,NA ,"15,48,000",Civil Works,NA ,Tender,90.0,30.0,Mathura,281001.0,NA ,NA ,NA ,"Block Development Officer, Chaumuha",No ,No,310.0,Block Development Officer,Mathura,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,1,DD - Demand Draft,"31,000",No,fixed,,Block Development Officer,Mathura,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5798362,M/S VNB INFRA TECH,11-Jan-2026 02:27 PM,Accepted-AOC,AOC,20-Jan-2026 09:37 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,2,SS - Small Savings Instrument,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5798130,SHRI BIHARI JI CONTRACTOR,11-Jan-2026 09:23 PM,Rejected-Finance,Due to L2,19-Jan-2026 09:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,,,AOC
