Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
14-Oct-2025,"INR 2,266,059.82",180.0,BHARAM PAL SINGH,14-Jan-2026 03:32 PM,AOC399_9.pdf (1964.00 KB),AOC,1.0,5467258.0,M/S ASHA CONSTRUCTION,28-Aug-2025 04:00 PM,Accepted-AOC,L1,14-Jan-2026 03:33 PM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1064779_9,YEA/GM(PROJECT)/2025/399 DT-07/08/2025,Providing and Laying Interlocking Tile in Village-Begmabad YEA (Including Construction Of Drain) YEA wc-06,1.0,5467258.0,M/S ASHA CONSTRUCTION,INR,"2,266,059.82",Technical,UNDER EVALUATION,BHARAM PAL SINGH,29-Sep-2025 11:06 AM,,Committee,Internal,Committee,VIKAS KUMAR,14-Oct-2025 12:17 PM,finsummary_1941414.pdf (958.24 KB),Finance,UNDER EVALUATION,VIKAS KUMAR,14-Oct-2025 12:14 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,29-Sep-2025 11:25 AM,29-Sep-2025 11:30 AM,techsummary_1941414.pdf (636.59 KB),AOC,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,SBI Bank,932.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",Providing and Laying Interlocking Tile in Village-Begmabad YEA (Including Construction Of Drain) YEA wc-06,Providing and Laying Interlocking Tile in Village-Begmabad YEA (Including Construction Of Drain) YEA wc-06,Please refer Tender documents. ,NA ,"34,12,226",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,tender cell 2nd floor yeida,No ,No,12-Aug-2025 06:55 PM,29-Aug-2025 11:00 AM,12-Aug-2025 06:55 PM,28-Aug-2025 05:00 PM,NA ,NA ,12-Aug-2025 06:55 PM,28-Aug-2025 05:00 PM,29-Sep-2025 11:30 AM,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/399 DT-07/08/2025,2025_YEIDA_1064779_9,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum1,Date,,"68,300",No,fixed,,Nil,Nil,AOC
,,,,,,,2.0,5469145.0,M/S R.V. CONTRACTOR,21-Aug-2025 03:08 PM,Rejected-Finance,L2,14-Oct-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3.0,5505569.0,M/S S M CONSTRUCTION,28-Aug-2025 04:17 PM,Rejected-Finance,L3,14-Oct-2025 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
