Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,Technical bid document,18-Dec-2025 12:00 PM,30-Dec-2025 12:30 PM,18-Dec-2025 12:00 PM,30-Dec-2025 12:00 PM,NA ,NA ,18-Dec-2025 12:00 PM,30-Dec-2025 12:00 PM,02-Jan-2026 12:00 PM,1.0,Date Corrigendum,Date,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"816/RED/Etender(21)/2025-26, Dt. 29.11.2025",2025_REDUP_1099756_11,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,788.0,Nil,Nil,No,Gram Panchayat Nethiya ke majra Jailalpurwa me Janardan Mishra ke ghar se Badkau Verma ke khet tak interlocking nirman karya-Viseshwarganj_11,Gram Panchayat Nethiya ke majra Jailalpurwa me Janardan Mishra ke ghar se Badkau Verma ke khet tak interlocking nirman karya-Viseshwarganj_11,Please refer Tender documents. ,NA ,"7,60,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1.0,SBI Bank,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich","15,200",No,fixed,,Nil,Nil,AOC,1,5770661,MAHADEV TRADERS,28-Dec-2025 01:24 PM,Accepted-AOC,AOC,31-Jan-2026 05:56 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2025_REDUP_1099756_11,"816/RED/Etender(21)/2025-26, Dt. 29.11.2025",Gram Panchayat Nethiya ke majra Jailalpurwa me Janardan Mishra ke ghar se Badkau Verma ke khet tak interlocking nirman karya-Viseshwarganj_11,1.0,5770661.0,MAHADEV TRADERS,INR,"896,119.33",Finance,Financial bid open,Sujit Kumar Sinha,02-Jan-2026 06:34 PM,finance_2026069.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,03-Jan-2026 03:22 PM,finsummary_2026069.pdf (44.13 KB),Technical,Technical bid open,Sujit Kumar Sinha,30-Dec-2025 01:33 PM,technical_2026069.pdf,07-Jan-2026,"INR 896,119.33",180.0,Sujit Kumar Sinha,31-Jan-2026 05:56 PM,M11.pdf (47.00 KB),Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,01-Jan-2026 02:38 PM,02-Jan-2026 12:00 PM,techsummary_2026069.pdf (400.56 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5770719,M/S TEJ CONSTRUCTIONS,29-Dec-2025 11:33 PM,Rejected-Finance,High,03-Jan-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
