Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
03-Nov-2025,"INR 911,850.62",90.0,SUNIL KUMAR BHASKAR,21-Jan-2026 03:46 PM,VRB.pdf (875.00 KB),AOC,1.0,5467588.0,ACURATE CONTRACTOR,INR,"911,850.62","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, shahjahanpur",2025_UPIDC_1063222_2,02/EE/2025-26,Reconstruction of VRB at Km. 16.900 of Jalalabad Dy.,1,5467588,ACURATE CONTRACTOR,21-Aug-2025 08:22 AM,Accepted-AOC,AOC,21-Jan-2026 03:46 PM,Finance,Financial bid open,SUNIL KUMAR BHASKAR,30-Sep-2025 03:05 PM,,BOQ Comparative Chart,SUNIL KUMAR BHASKAR,Internal,Devendra Kumar Sahai E.E,SUNIL KUMAR BHASKAR,18-Sep-2025 06:11 PM,22-Sep-2025 12:30 PM,techsummary_1942834.pdf (93.46 KB),Technical,TECHBID,SUNIL KUMAR BHASKAR,30-Aug-2025 01:33 PM,,SUNIL KUMAR BHASKAR,Internal,Devendra Kumar Sahai E.E,SUNIL KUMAR BHASKAR,30-Sep-2025 05:00 PM,finsummary_1942834.pdf (62.81 KB),AOC,Reconstruction of VRB at Km. 16.900 of Jalalabad Dy.,Reconstruction of VRB at Km. 16.900 of Jalalabad Dy.,02/EE/2025-26 ,NA ,"11,47,000",Civil Works - Bridges,NA ,Tender,90.0,NA ,SHAHJAHANPUR,242001.0,NA ,NA ,NA ,OFFICE SHARDA CANAL DIVISION SHAHJAHANPUR,No ,No,"24,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, shahjahanpur",02/EE/2025-26,2025_UPIDC_1063222_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,EXECUTIVE ENGNINEER,SHARDA CANAL DIVISION SHAHJAHANPUR,766.0,Nil,Nil,No,15-Aug-2025 11:30 AM,21-Aug-2025 11:00 AM,15-Aug-2025 11:30 AM,21-Aug-2025 10:30 AM,NA ,NA ,15-Aug-2025 11:30 AM,21-Aug-2025 10:30 AM,22-Sep-2025 12:30 PM,AOC
,,,,,,,,,,,,,,,,2,5466079,ANIL KUMAR VERMA,21-Aug-2025 10:09 AM,Rejected-Technical,Rejected,18-Sep-2025 06:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5467645,Lalit Kumar Rajani Thekedar,21-Aug-2025 08:49 AM,Rejected-Finance,Highest Rate Rejected,30-Sep-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5467623,M/S G.S. CONSTRUCTION,21-Aug-2025 07:47 AM,Rejected-Finance,Highest Rate Rejected,30-Sep-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5464749,M/S K.G.N. TRADERS,20-Aug-2025 11:51 AM,Rejected-Finance,Highest Rate Rejected,30-Sep-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5451367,M/S SHIV SHAKTI CONSTRUCTION COMPANY,18-Aug-2025 06:04 PM,Rejected-Finance,Highest Rate Rejected,30-Sep-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,5465420,PANACEA TECHNOLOGY,20-Aug-2025 02:10 PM,Rejected-Finance,Highest Rate Rejected,30-Sep-2025 05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
