Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Pramod Kumar,Internal,akhilesh Kumar singh,Pramod Kumar,27-Nov-2025 12:11 PM,27-Nov-2025 12:15 PM,techsummary_2006899.pdf (170.15 KB),05-Jan-2026,"INR 299,799.81",25.0,Pramod Kumar,05-Jan-2026 03:28 PM,38.pdf (320.00 KB),L1,Technical,bid,Pramod Kumar,27-Nov-2025 12:08 PM,technical_2006899.pdf,1.0,5702259.0,MAA LAXMI TRADERS,INR,"299,799.81",Pramod Kumar,Internal,AKHILESH KUMAR SINGH,Pramod Kumar,28-Nov-2025 11:16 AM,finsummary_2006899.pdf (170.15 KB),Finance,bid,Pramod Kumar,28-Nov-2025 11:13 AM,finance_2006899.pdf,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",2025_UPIDC_1084460_38,01/EE/2025-26,Earth work in silt clearance/ Scrapping Work of Chainpur Dy. from km 0.000 to 9.400,1,5702259,MAA LAXMI TRADERS,25-Nov-2025 02:22 PM,Accepted-AOC,L1,05-Jan-2026 03:28 PM,AOC,"45,000",Yes,fixed,,Nil,Nil,677.0,Nil,Nil,No,EE S.N.K.-1 BALRAMPUR,EE S.N.K.-1 BALRAMPUR,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",01/EE/2025-26,2025_UPIDC_1084460_38,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,20-Nov-2025 10:00 AM,25-Nov-2025 04:00 PM,20-Nov-2025 10:00 AM,25-Nov-2025 03:00 PM,NA ,NA ,20-Nov-2025 10:00 AM,25-Nov-2025 03:00 PM,27-Nov-2025 12:15 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,Earth work in silt clearance/ Scrapping Work of Chainpur Dy. from km 0.000 to 9.400,Earth work in silt clearance/ Scrapping Work of Chainpur Dy. from km 0.000 to 9.400,Please refer Tender documents. ,NA ,"4,50,000",Civil Works - Canal,NA ,Tender,90.0,NA ,EE S.N.K.-1 BALRAMPUR,271805.0,NA ,NA ,NA ,EE S.N.K.-1 BALRAMPUR,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5699453,M/S ANAND KUMAR,24-Nov-2025 08:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Nov-2025 12:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5695018,M/S RAJ KISHORE SHUKLA CONTRACTOR,24-Nov-2025 07:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Nov-2025 12:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5694917,M/S RAM KRISHAN MISHRA CONTRECTOR,23-Nov-2025 02:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Nov-2025 12:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5700910,M/S SHRI BALA JI CONSTRUCTION,25-Nov-2025 08:46 AM,Rejected-Finance,L4,28-Nov-2025 11:16 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5699369,M/S VEDANT CONSTRUCTION,24-Nov-2025 10:14 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Nov-2025 12:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5700836,SHUBHAM TRIPATHI,25-Nov-2025 08:22 AM,Rejected-Finance,L3,28-Nov-2025 11:16 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5696243,UMA SHANKAR TRIPATHI,25-Nov-2025 07:59 AM,Rejected-Finance,L2,28-Nov-2025 11:16 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
