EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"7,12,400",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","Development of work abadi plots of Village- Pachokra 7 percent ( road,drain and sewer in YEIDA.Wc-01","Development of work abadi plots of Village- Pachokra 7 percent ( road,drain and sewer in YEIDA.Wc-01",Please refer Tender documents. ,NA ,"3,56,06,537",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201310.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,1.0,SBI Bank,"5,335",Nil,Nil,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,27-May-2025 06:55 PM,11-Jun-2025 11:00 AM,27-May-2025 06:55 PM,09-Jun-2025 05:00 PM,NA ,NA ,27-May-2025 06:55 PM,09-Jun-2025 05:00 PM,26-Aug-2025 01:00 PM,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/313 DT-21/05/2025,2025_YEIDA_1042868_12,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1042868_12,YEA/GM(PROJECT)/2025/313 DT-21/05/2025,"Development of work abadi plots of Village- Pachokra 7 percent ( road,drain and sewer in YEIDA.Wc-01",1,5241950,M/S D.K. Jain Contractors,09-Jun-2025 03:11 PM,Rejected-Finance,L4,29-Aug-2025 11:45 AM,Finance,UNDER EVALUATION,VIKAS KUMAR,29-Aug-2025 11:39 AM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,29-Aug-2025 11:45 AM,finsummary_1893164.pdf (1519.68 KB),1.0,5240921.0,PARAS CONSTRUCTION,INR,"33,826,246.45",Committee,Internal,Committee,VIKAS KUMAR,26-Aug-2025 12:15 PM,26-Aug-2025 01:00 PM,techsummary_1893164.pdf (7282.99 KB),Technical,UNDER EVALUATION,VIKAS KUMAR,26-Aug-2025 10:28 AM,,29-Aug-2025,"INR 33,826,246.45",365.0,BHARAM PAL SINGH,13-Jan-2026 01:16 PM,aoc.pdf (1039.00 KB),AOC,AOC
,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5240792,M/s Goodhill Builders,08-Jun-2025 06:14 PM,Rejected-Technical,DISQUALIFIED,26-Aug-2025 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5242445,M/s RELIABLE ASSOCIATES ENGINEERS AND CONTRACTORS,09-Jun-2025 04:35 PM,Rejected-Finance,L2,29-Aug-2025 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5241861,M/S R G Builders,09-Jun-2025 02:43 PM,Rejected-Finance,L3,29-Aug-2025 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5240921,PARAS CONSTRUCTION,09-Jun-2025 11:40 AM,Accepted-AOC,L1,13-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,5241356,SHRI HARI BUILDERS,09-Jun-2025 03:45 PM,Rejected-Technical,DISQUALIFIED,26-Aug-2025 12:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
