S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
1,5598707,Balaji Associates,14-Oct-2025 12:30 PM,Accepted-AOC,L1,13-Jan-2026 02:22 PM,1.0,5598707.0,Balaji Associates,INR,"98,994,853.64",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),2025_UPPRC_1077395_1,19/PCL/GM/ZONE-2/BLY/2025-26,CONSTRUCTION OF HOCKEY ASTROTURF GROUND AT MODEL TOWN HOCKEY CLUB IN DISTRICT-SHAHJAHANPUR (U.P.),23-Dec-2026,"INR 98,994,853.64",365.0,Rajesh Verma,13-Jan-2026 02:22 PM,issue_work.pdf (827.00 KB),General Manager Zone-2,Internal,"General Manager Zone-2, General Manager Zone-5, Project Manager Unit-6, Accountant",Rajesh Verma,30-Oct-2025 05:26 PM,01-Nov-2025 04:00 PM,techsummary_1968898.pdf (684.38 KB),Finance,Enclosed,Rajesh Verma,13-Jan-2026 02:00 PM,finance_1968898.pdf,BOQ Comparative Chart,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-6, Accountant",Rajesh Verma,13-Jan-2026 02:11 PM,finsummary_1968898.pdf (684.38 KB),Technical,Enclosed,Rajesh Verma,30-Oct-2025 05:16 PM,technical_1968898.pdf,AOC,1.0,Fee/PreQual/Technical,.pdf,BID Document,"19,97,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),19/PCL/GM/ZONE-2/BLY/2025-26,2025_UPPRC_1077395_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,26-Sep-2025 09:00 AM,14-Oct-2025 03:00 PM,26-Sep-2025 09:00 AM,14-Oct-2025 01:00 PM,NA ,NA ,26-Sep-2025 09:00 AM,14-Oct-2025 01:00 PM,01-Nov-2025 04:00 PM,1.0,SBI Bank,CONSTRUCTION OF HOCKEY ASTROTURF GROUND AT MODEL TOWN HOCKEY CLUB IN DISTRICT-SHAHJAHANPUR (U.P.),CONSTRUCTION OF HOCKEY ASTROTURF GROUND AT MODEL TOWN HOCKEY CLUB IN DISTRICT-SHAHJAHANPUR (U.P.),As per BID Document ,NA ,"9,98,43,000",Civil Works,NA ,Tender,90.0,365.0,MODEL TOWN HOCKEY CLUB IN DISTRICT-SHAHJAHANPUR,242001.0,NA ,NA ,NA ,Bareilly,No ,No,"17,700",Nil,Nil,No,1.0,Corrigendum Date,Date,,General Manager Zone-2,"General Manager, Zone-2, U.P. Projects Corporation Ltd. 14, Chandra Shekar Nagar Colony, Tulasherpur, Bareilly",AOC
2,5591158,DIXIT CONSTRUCTIONS PRIVATE LIMITED,13-Oct-2025 08:42 PM,Rejected-AOC,L2,13-Jan-2026 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum Works Experience,Other,,,,AOC
3,5604210,Techno Sports Infra Pvt Ltd,14-Oct-2025 11:39 AM,Rejected-AOC,L3,13-Jan-2026 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
