Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
16-Jan-2026,"INR 1,172,380.56",60.0,SANJEEV KUMAR,17-Jan-2026 05:42 PM,boqcomparativechart.pdf (168.00 KB),MS MUkesh Babu,1.0,5795815.0,M/S GOVERDHAN ASSOCIATES,09-Jan-2026 09:23 AM,Rejected-Finance,Lowest Bidder,16-Jan-2026 03:25 PM,Cheif Engineer Kanpur Zone PWD Kanpur||SE ETAWAH CIRCLE PWD ETAWAH||EE CONSTRUCTION DIVISION-1 PWD ETAWAH,2026_CEKNP_1103347_1,1929/5A/2025 Date 17.11.2025,Janpad Etawah me Vidhan sabha Etawah ke Antargat Padne wale Baicycle Haiway par nirmit Puliya ki marammat ka karya,1.0,5795758.0,Mukesh Babu,INR,"1,172,380.56",Technical,Bid opening summary,SANJEEV KUMAR,14-Jan-2026 01:56 PM,technical_2034720.pdf,Sanjeev Kumar,Internal,"E.E.CD-3, PWD Etawah",SANJEEV KUMAR,16-Jan-2026 03:25 PM,finsummary_2034720.pdf (168.18 KB),Finance,Bid opening summary,SANJEEV KUMAR,16-Jan-2026 03:11 PM,finance_2034720.pdf,BOQ Comparative Chart,Sanjeev Kumar,Internal,"E.E. C.D.-3, PWD Etawah",SANJEEV KUMAR,14-Jan-2026 02:07 PM,14-Jan-2026 03:00 PM,techsummary_2034720.pdf (685.02 KB),AOC,02-Jan-2026 10:00 AM,09-Jan-2026 12:30 PM,02-Jan-2026 10:00 AM,09-Jan-2026 12:00 PM,NA ,NA ,02-Jan-2026 12:00 PM,09-Jan-2026 12:00 PM,14-Jan-2026 03:00 PM,Cheif Engineer Kanpur Zone PWD Kanpur||SE ETAWAH CIRCLE PWD ETAWAH||EE CONSTRUCTION DIVISION-1 PWD ETAWAH,1929/5A/2025 Date 17.11.2025,2026_CEKNP_1103347_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Nit,1.0,SBI Bank,"E.E. C.D.-1, PWD",Etawah,944.0,Nil,Nil,No,Janpad Etawah me Vidhan sabha Etawah ke Antargat Padne wale Baicycle Haiway par nirmit Puliya ki marammat ka karya,Janpad Etawah me Vidhan sabha Etawah ke Antargat Padne wale Baicycle Haiway par nirmit Puliya ki marammat ka karya,Please refer Tender documents. ,NA ,"12,00,000",Civil Works - Bridges,NA ,Tender,90.0,60.0,Etawah,206001.0,"E.E. C.D.-1, PWD Etawah ","E.E. C.D.-1, PWD Etawah ",05-Jan-2026 12:00 PM ,"E.E. C.D.-1, PWD Etawah",No ,No,"1,20,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,2.0,5795758.0,Mukesh Babu,08-Jan-2026 09:28 PM,Accepted-AOC,Ist Lowest Bidder,17-Jan-2026 05:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sudhhi Patra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
