Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"Const. Of C. C Road and nali from H/o. Talevar karbal to Shamshan khat ki Or in vill. Jaramai(G.P. Jaramai), Mainpuri.","Const. Of C. C Road and nali from H/o. Talevar karbal to Shamshan khat ki Or in vill. Jaramai(G.P. Jaramai), Mainpuri.",Please refer Tender documents. ,NA ,"13,48,156",Civil Works - Roads,NA ,Tender,90.0,120.0,MAINPURI,205001.0,NA ,NA ,NA ,E.E.RED OFFICE MAINPURI,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical bid,"27,000",Yes,fixed,,Nil,Nil,Executive engineer,E.E.RED OFFICE MAINPURI,766.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,1965/EE/RED/25-26/05-12-2025,2025_REDUP_1099210_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,17-Dec-2025 10:00 AM,22-Dec-2025 12:35 PM,17-Dec-2025 10:00 AM,22-Dec-2025 12:00 PM,NA ,NA ,17-Dec-2025 10:00 AM,22-Dec-2025 12:00 PM,24-Dec-2025 10:00 AM,AOC,Er.Nuzhat parveen,Internal,"A.E.RED ,D.A.O.RED",Nuzahat Parveen,22-Dec-2025 02:26 PM,24-Dec-2025 10:00 AM,techsummary_2024920.pdf (305.06 KB),Finance,All bids Admitted,Nuzahat Parveen,26-Dec-2025 01:32 PM,finance_2024920.pdf,BOQ Comparative Chart,Er.Nuzhat Parveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,26-Dec-2025 01:35 PM,finsummary_2024920.pdf (303.89 KB),Technical,financial bid,Nuzahat Parveen,22-Dec-2025 01:47 PM,,1,5760354,M/S Sarvesh Kumar,21-Dec-2025 11:51 AM,Rejected-Finance,L-2,26-Dec-2025 01:35 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2025_REDUP_1099210_1,1965/EE/RED/25-26/05-12-2025,"Const. Of C. C Road and nali from H/o. Talevar karbal to Shamshan khat ki Or in vill. Jaramai(G.P. Jaramai), Mainpuri.",1.0,5760419.0,RAV INFRA,INR,"1,346,808",08-Jan-2026,"INR 1,346,808",120.0,Nuzahat Parveen,16-Jan-2026 11:08 AM,RAO_0001.pdf (248.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5760419,RAV INFRA,21-Dec-2025 12:14 PM,Accepted-AOC,L-1,16-Jan-2026 11:08 AM,,,,,,,,,,,,,,,,AOC
