S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,5542531,KALAYANI CONSTRUTION,20-Sep-2025 02:10 PM,Rejected-Finance,Higher,23-Oct-2025 06:33 PM,1.0,5546815.0,M/S K. K. CONSTRUCTION,INR,"561,426.55","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur||FD-2, gorakhpur",2025_UPIDC_1073752_4,02/EE/2025-26,Estimate of brick on edge soiling at Mukhlishpur Belhara embankment from km. 0.000 to km. 3.800,01-Nov-2025,"INR 837,361.3",14.0,VAIBHAV SINGH,19-Jan-2026 03:43 PM,14.pdf (1320.00 KB),Awarded,Executive Engineer flood Division 2,Internal,,VAIBHAV SINGH,23-Oct-2025 06:33 PM,finsummary_1960564.pdf (94.43 KB),Technical,All bid admitted,VAIBHAV SINGH,15-Oct-2025 06:08 PM,technical_1960564.pdf,Executive Engineer flood Division 2,Internal,,VAIBHAV SINGH,15-Oct-2025 06:12 PM,16-Oct-2025 01:00 PM,techsummary_1960564.pdf (94.43 KB),Finance,all bid admitted,VAIBHAV SINGH,23-Oct-2025 06:13 PM,finance_1960564.pdf,BOQ Comparative Chart,AOC,856.0,Nil,Nil,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-2, Gorakhpur||FD-2, gorakhpur",02/EE/2025-26,2025_UPIDC_1073752_4,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,15-Sep-2025 04:00 PM,20-Sep-2025 05:00 PM,15-Sep-2025 05:00 PM,20-Sep-2025 05:00 PM,NA ,NA ,15-Sep-2025 05:00 PM,20-Sep-2025 05:00 PM,16-Oct-2025 01:00 PM,Estimate of brick on edge soiling at Mukhlishpur Belhara embankment from km. 0.000 to km. 3.800,Estimate of brick on edge soiling at Mukhlishpur Belhara embankment from km. 0.000 to km. 3.800,Please refer Tender documents. ,NA ,"8,37,000",Civil Works,NA ,Tender,90.0,14.0,Gorakhpur,273001.0,NA ,NA ,NA ,Executive Engineer Flood Division-2 Gorakhpur,No ,No,Executive Engineer Flood Division-2 Gorakhpur,Office of Executive Engineer Flood Division-2 Gorakhpur,1.0,Fee/PreQual/Technical,.pdf,NIT,"17,000",No,fixed,,Nil,Nil,AOC
2,5536817,M/S ARYA ENTERPRISES,18-Sep-2025 02:40 PM,Rejected-Finance,Higher,23-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
3,5546815,M/S K. K. CONSTRUCTION,19-Sep-2025 09:09 PM,Accepted-AOC,Lowest,19-Jan-2026 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,5544015,M/s M.K Traders,18-Sep-2025 08:11 PM,Rejected-Finance,Higher,23-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,5547439,M/S RAJESH CONSTRUCTION,20-Sep-2025 11:26 AM,Rejected-Finance,Higher,23-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,5543540,M/S RAJESH KUMAR YADAV CONTRCTOR,18-Sep-2025 01:09 PM,Rejected-Finance,Higher,23-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,5546459,M/S SHIV SHAKTI CONSTRUCTION COMPANY,19-Sep-2025 05:38 PM,Rejected-Finance,Higher,23-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,5548064,M/S SHYAM ASSOCIATE,20-Sep-2025 02:09 PM,Rejected-Finance,Higher,23-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,5547299,M/S URMILA AND SONS CONSTRUCTION CO.,20-Sep-2025 10:15 AM,Rejected-Finance,Higher,23-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,5548115,NAGENDRA PRATAP SINGH,20-Sep-2025 02:27 PM,Rejected-Finance,Higher,23-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
