EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"18,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,1123/RED/Tender/2025-26 Dated 27-10-2025,2025_REDUP_1093518_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,1.0,SBI Bank,GRAM SABHA DIHAVA KATARN ME MUHKUCHAVA SE KAMATA PARSHAD MAURYA KE GHAR TAK INTERLOCKING,GRAM SABHA DIHAVA KATARN ME MUHKUCHAVA SE KAMATA PARSHAD MAURYA KE GHAR TAK INTERLOCKING,Please refer Tender documents. ,NA ,"8,69,000",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,Executive Engineer RED Division Mirzapur,No ,No,EXECUTIVE ENGINEER,Near Jahanwi Hotel Putalighar Mirzapur,24-Nov-2025 05:00 PM,02-Dec-2025 12:30 PM,24-Nov-2025 05:00 PM,01-Dec-2025 12:00 PM,NA ,NA ,24-Nov-2025 05:00 PM,01-Dec-2025 12:00 PM,16-Dec-2025 12:00 PM,AOC,Technical,tech,Lalita Verma,02-Dec-2025 04:01 PM,,EE,Internal,DAOAE,Vimal Kumar,20-Dec-2025 01:12 PM,finsummary_2009955.pdf (22.96 KB),Finance,fina,Lalita Verma,17-Dec-2025 03:34 PM,,BOQ Comparative Chart,EE,Internal,DAOAE,Vimal Kumar,12-Dec-2025 01:42 PM,16-Dec-2025 12:00 PM,techsummary_2009955.pdf (511.03 KB),08-Jan-2026,"INR 867,425",90.0,Vimal Kumar,23-Jan-2026 03:25 PM,kataran.pdf (285.00 KB),1,5709398,M/s Jai Maa Vindhyavasini Construction Company,28-Nov-2025 07:49 PM,Rejected-Finance,L2,20-Dec-2025 01:12 PM,1.0,5709175.0,SANTOSH KUMAR PANDEY,INR,"867,425",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2025_REDUP_1093518_3,1123/RED/Tender/2025-26 Dated 27-10-2025,GRAM SABHA DIHAVA KATARN ME MUHKUCHAVA SE KAMATA PARSHAD MAURYA KE GHAR TAK INTERLOCKING,AOC
,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5709175,SANTOSH KUMAR PANDEY,28-Nov-2025 05:44 PM,Accepted-AOC,AOC,23-Jan-2026 03:25 PM,,,,,,,,,,AOC
