Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,DOC,24-Nov-2025 01:00 PM,29-Nov-2025 01:30 PM,24-Nov-2025 01:00 PM,29-Nov-2025 01:00 PM,NA ,NA ,24-Nov-2025 01:00 PM,29-Nov-2025 01:00 PM,02-Dec-2025 11:00 AM,River Training work between chainage 550M to 650 M D/S of New Arail Pucca Ghat R/Bank of River Ganga in Magh Mela 2025-26,River Training work between chainage 550M to 650 M D/S of New Arail Pucca Ghat R/Bank of River Ganga in Magh Mela 2025-26,Please refer Tender documents. ,NA ,"7,20,000",Civil Works,NA ,Tender,90.0,90.0,MAGH MELA AREA,211006.0,NA ,NA ,NA ,PRAYAGRAJ,No ,No,1.0,SBI Bank,"2,354",Nil,Nil,No,EE FWD PRAYAGRAJ,EE FWD PRAYAGRAJ,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||FWD, allahabad",01/EE/2025-26,2025_UPIDC_1088571_29,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"14,400",Yes,percentage,2.0%,Nil,Nil,AOC,1.0,5709658.0,KHAN CONSTRUCTION,INR,"413,149",Finance,all accepted,DIGVIJAY NARAIN,30-Jan-2026 10:10 AM,finance_2009745.pdf,BOQ Comparative Chart,D N SHUKLA,Internal,s p chaudhary,DIGVIJAY NARAIN,30-Jan-2026 10:12 AM,finsummary_2009745.pdf (191.29 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||FWD, allahabad",2025_UPIDC_1088571_29,01/EE/2025-26,River Training work between chainage 550M to 650 M D/S of New Arail Pucca Ghat R/Bank of River Ganga in Magh Mela 2025-26,1,5709658,KHAN CONSTRUCTION,28-Nov-2025 11:57 PM,Accepted-AOC,accepted,30-Jan-2026 10:14 AM,30-Jan-2026,"INR 413,149",90.0,DIGVIJAY NARAIN,30-Jan-2026 10:14 AM,arail550.pdf (191.00 KB),khan construction,Technical,all accepetd,DIGVIJAY NARAIN,02-Dec-2025 09:34 AM,technical_2009745.pdf,DN SHUKLA,Internal,sp chaudhary,DIGVIJAY NARAIN,02-Dec-2025 09:36 AM,02-Dec-2025 11:00 AM,techsummary_2009745.pdf (297.65 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5708373,SHARDA CONSTRUCTION,29-Nov-2025 12:02 PM,Rejected-AOC,rejeccted,30-Jan-2026 10:14 AM,,,,,,,,,,,,,,,,,,,,AOC
