Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,15-Dec-2025 06:05 PM,17-Dec-2025 01:00 PM,techsummary_2019032.pdf (606.25 KB),Technical,d,Satyaprakash Mishra,15-Dec-2025 05:12 PM,,21-Jan-2026,"INR 2,093,212.51",90.0,Satyaprakash Mishra,21-Jan-2026 01:00 PM,alopi.pdf (642.00 KB),AWARD OF CONTRACT,1,5732653,ABHISHEK ASSOCIATE,09-Dec-2025 07:12 PM,Accepted-AOC,accepted,21-Jan-2026 01:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2025_REDUP_1096617_12,Notice No. 1768 date 30-10-2025,Name of Work - Construction of CC Road at Alopibag Chungi Flyover ke paas main road se kumari manibain pustkalya,Finance,d,Satyaprakash Mishra,14-Jan-2026 06:43 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,14-Jan-2026 06:48 PM,finsummary_2019032.pdf (821.78 KB),1.0,5732653.0,ABHISHEK ASSOCIATE,INR,"2,093,212.51",AOC,1,Fee/PreQual/Technical,.pdf,pdf,05-Dec-2025 06:20 PM,12-Dec-2025 01:00 PM,05-Dec-2025 06:20 PM,11-Dec-2025 05:00 PM,NA ,NA ,05-Dec-2025 06:20 PM,11-Dec-2025 05:00 PM,17-Dec-2025 01:00 PM,Name of Work - Construction of CC Road at Alopibag Chungi Flyover ke paas main road se kumari manibain pustkalya,Name of Work - Construction of CC Road at Alopibag Chungi Flyover ke paas main road se kumari manibain pustkalya,Please refer Tender documents. ,NA ,"21,02,000",Civil Works,NA ,Tender,90.0,90.0,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 1768 date 30-10-2025,2025_REDUP_1096617_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,eeredallahabad,eeredallahabad,"2,500",Nil,Nil,No,"43,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,2,5734181,GAURAV ASSOCIATE,10-Dec-2025 01:47 PM,Rejected-Finance,Higher,14-Jan-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
