Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
01-Jan-2026,"INR 1,352,466",180.0,Sanjeev Saxena,14-Jan-2026 04:24 PM,KANTHBLOA.pdf (707.00 KB),L1,1.0,5671233.0,A P CONSTRUCTION CO,INR,"1,352,466",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2025_UPPAN_1087273_1,"3301/PAN/ET/25-26, DT. 29-10-2025",CONSTRUCTION OF MESS AT THANA KANTH DISTT MORADABAD U.P.,1,5672258,A H CONSTRUCTION,13-Nov-2025 01:23 AM,Rejected-Finance,L3,28-Nov-2025 03:10 PM,Finance,ALL BIDDER ADMITTED,Sanjeev Saxena,28-Nov-2025 03:08 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,25-Nov-2025 05:05 PM,26-Nov-2025 01:00 PM,techsummary_1993972.pdf (801.97 KB),Technical,2 bidder rejected in technical,Sanjeev Saxena,25-Nov-2025 04:49 PM,,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,28-Nov-2025 03:10 PM,finsummary_1993972.pdf (592.58 KB),AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,CONSTRUCTION OF MESS AT THANA KANTH DISTT MORADABAD U.P.,CONSTRUCTION OF MESS AT THANA KANTH DISTT MORADABAD U.P.,Please refer Tender documents. ,NA ,"13,62,000",Civil Works,NA ,Tender,90.0,180.0,KANTH DISTT MORADABAD U.P.,244501.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,30-Oct-2025 05:00 PM,14-Nov-2025 11:30 AM,30-Oct-2025 05:00 PM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 05:00 PM,13-Nov-2025 05:00 PM,26-Nov-2025 01:00 PM,"1,770",Nil,Nil,No,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"3301/PAN/ET/25-26, DT. 29-10-2025",2025_UPPAN_1087273_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"27,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,5671233,A P CONSTRUCTION CO,12-Nov-2025 05:31 PM,Accepted-AOC,L1,14-Jan-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5671744,M/S SHRI SHYAM CONSTRUCTION CO.,13-Nov-2025 03:07 PM,Rejected-Finance,L2,28-Nov-2025 03:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5673711,RAJPUTVISION DEVELOPERS PRIVATE LIMITED,13-Nov-2025 04:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Nov-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5668753,SHAURYA CONSTRACTION COMPANY,11-Nov-2025 04:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Nov-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
