Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
11-Dec-2025,"INR 164,180",20.0,Birendra Paswan,01-Jan-2026 12:05 PM,kolhui_1.pdf (264.00 KB),Technical,As per Upload,Birendra Paswan,12-Nov-2025 04:57 PM,technical_1995489.pdf,Birendra Paswan,Internal,As per Upload,Birendra Paswan,12-Nov-2025 05:06 PM,13-Nov-2025 12:00 PM,techsummary_1995489.pdf (350.70 KB),Birendra Paswan,Internal,,Birendra Paswan,01-Dec-2025 01:32 PM,finsummary_1995489.pdf (201.25 KB),Finance,As per Upload,Birendra Paswan,01-Dec-2025 01:22 PM,,BOQ Comparative Chart,1.0,5653857.0,pandey construction and labour supplier,INR,"164,180","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",2025_UPIDC_1078690_64,03/EESNK1BANSI/2025-26,Silt Scraping and jungle clearance of kolhui mr between km 0.000 to 6.800,1,5653857,pandey construction and labour supplier,05-Nov-2025 12:29 PM,Accepted-AOC,As per Upload,01-Jan-2026 12:05 PM,AOC,589.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Tender Document,03-Nov-2025 11:00 AM,11-Nov-2025 01:00 PM,03-Nov-2025 11:00 AM,11-Nov-2025 11:00 AM,NA ,NA ,03-Nov-2025 11:00 AM,11-Nov-2025 11:00 AM,13-Nov-2025 12:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",03/EESNK1BANSI/2025-26,2025_UPIDC_1078690_64,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Silt Scraping and jungle clearance of kolhui mr between km 0.000 to 6.800,Silt Scraping and jungle clearance of kolhui mr between km 0.000 to 6.800,Please refer Tender documents. ,NA ,"1,79,000",Civil Works - Canal,NA ,Rate Contract,90.0,20.0,SIDDHARTH NAGAR,272153.0,NA ,NA ,NA ,SARYU NAHAR KHAND BANSI SIDDHARTH NAGAR,No ,No,1.0,SBI Bank,"4,000",Yes,fixed,,Nil,Nil,SARYU NAHAR KHAND BANSI SIDDHARTH NAGAR,SARYU NAHAR KHAND BANSI SIDDHARTH NAGAR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5659257,S K TRADER,06-Nov-2025 07:20 PM,Rejected-Technical,As per Upload,12-Nov-2025 05:06 PM,AOC,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
