Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
20-Jan-2026,"INR 706,502.2",60.0,GYANENDRA KUMAR,21-Jan-2026 12:11 PM,T70.pdf (4476.00 KB),"Construction of 132 KV Bay for M/s Mehrauni Electro Power Pvt. Ltd. Solar Plant at 132 KV S/S Shankargarh, under ETD-III, Prayagraj.",1.0,5066586.0,R.S.ASSOCIATE,INR,"706,502.2",UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,2025_UPTCL_1017064_1,70/ETC-II(P)/2024-2025,70/ETC-II(P)/2024-2025,1,5066459,MAA BARAHI CONSTRUCTION,21-Mar-2025 01:31 PM,Rejected-AOC,IInd Lowest,21-Jan-2026 12:12 PM,Finance,PART IInd HAS BEEN OPENED OF E-T-NO.70,GYANENDRA KUMAR,21-May-2025 01:49 PM,finance_1833272.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Executive Engineer (A), Senior Account Officer",GYANENDRA KUMAR,21-May-2025 01:14 PM,21-May-2025 01:30 PM,techsummary_1833272.pdf (377.78 KB),Technical,PART Ist HAS BEEN OPENED OF E-T-NO.70,GYANENDRA KUMAR,21-May-2025 01:12 PM,technical_1833272.pdf,Superintending Engineer,Internal,"Executive Engineer (A), Senior Account Officer",GYANENDRA KUMAR,21-May-2025 01:59 PM,finsummary_1833272.pdf (377.78 KB),AOC,1.0,RTGS - RTGS Payment,Superintending Engineer,"Superintending Engineer, Electricity Transmission Circle-II, U.P. Power Transmission Corporation Ltd. 57- George Town, Prayagraj.",13-Mar-2025 12:00 PM,20-May-2025 01:00 PM,13-Mar-2025 12:00 PM,19-May-2025 05:00 PM,NA ,NA ,13-Mar-2025 12:00 PM,19-May-2025 05:00 PM,21-May-2025 01:30 PM,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,70/ETC-II(P)/2024-2025,2025_UPTCL_1017064_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,590.0,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ,No,70/ETC-II(P)/2024-2025,70/ETC-II(P)/2024-2025,Please refer Tender documents. ,NA ,"10,03,453",Electrical Works,NA ,Tender,120.0,60.0,"132 KV S/S SHANKARGARH, PRAYAGRAJ",212108.0,NA ,NA ,NA ,Prayagraj,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost and E.M.D. RTGS/NEFT slip, Tender document photocopy of Pan card, GSTIN, experience cop","11,000",No,fixed,,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ,1.0,Date70 10,Date,,AOC
,,,,,,,,,,,,,,,,2,5183281,M/s S.S. Refregeration,12-May-2025 04:39 PM,Rejected-AOC,IIIrd Lowest,21-Jan-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5066586,R.S.ASSOCIATE,19-May-2025 04:08 PM,Accepted-AOC,Ist Lowest,21-Jan-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
