Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
24-Jan-2026,"INR 1,670,484.6",90.0,Akhil Kumar,24-Jan-2026 03:52 PM,AOC333.pdf (593.00 KB),l1,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,2025_UPIDM_1002239_3,12//EE/MLCDBanda/2024-25,"All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm reach 4.20 to 4.40 km and M.S. pipeline 500mm reach Km 3.95 to Km 4.20 of the water distribution system of Main Minor under the new Singhvahini Pump Canal.Lot-03",1.0,4935978.0,SURESH KUMAR CONTRACTOR,INR,"1,670,484.6",1,4941741,HARDEV SINGH AND CO.,11-Feb-2025 11:35 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Feb-2025 02:01 PM,Technical,ATTACH,Akhil Kumar,16-Feb-2025 02:01 PM,technical_1786629.pdf,AKHIL KUMAR,Internal,,Akhil Kumar,03-Mar-2025 03:27 PM,finsummary_1786629.pdf (1394.46 KB),Finance,All bids are accepted as per financial criterion,Akhil Kumar,20-Feb-2025 06:29 PM,,BOQ Comparative Chart,EE MLCD,Internal,AE,Akhil Kumar,16-Feb-2025 02:18 PM,17-Feb-2025 10:00 AM,techsummary_1786629.pdf (21601.33 KB),AOC,"33,480",Yes,fixed,,Nil,Nil,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,12//EE/MLCDBanda/2024-25,2025_UPIDM_1002239_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm reach 4.20 to 4.40 km and M.S. pipeline 500mm reach Km 3.95 to Km 4.20 of the water distribution system of Main Minor under the new Singhvahini Pump Canal.Lot-03","All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm reach 4.20 to 4.40 km and M.S. pipeline 500mm reach Km 3.95 to Km 4.20 of the water distribution system of Main Minor under the new Singhvahini Pump Canal.Lot-03","All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm reach 4.20 to 4.40 km and M.S. pipeline 500mm reach Km 3.95 to Km 4.20 of the water distribution system of Main Minor under the new Singhvahini Pump Canal.Lot-03 ",NA ,"16,74,000",Civil Works,NA ,Tender,90.0,90.0,BANDA,210001.0,NA ,NA ,NA ,EE MLCD BANDA,No ,No,05-Feb-2025 12:00 PM,11-Feb-2025 02:30 PM,05-Feb-2025 12:00 PM,11-Feb-2025 12:00 PM,NA ,NA ,05-Feb-2025 12:00 PM,11-Feb-2025 12:00 PM,17-Feb-2025 10:00 AM,EE MLCD BANDA,EE MLCD BANDA,854.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,4935959,M/S GARGA ASSOCIATES,10-Feb-2025 04:07 PM,Rejected-Finance,more than lowest amount,03-Mar-2025 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCAL,,,AOC
,,,,,,,,,,,,,,,,3,4935978,SURESH KUMAR CONTRACTOR,11-Feb-2025 09:49 AM,Accepted-AOC,l1,24-Jan-2026 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
