EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"15,980",No,percentage,2.0%,Nil,Nil,17-Dec-2025 09:00 AM,26-Dec-2025 12:00 PM,17-Dec-2025 09:00 AM,25-Dec-2025 12:00 PM,NA ,NA ,17-Dec-2025 09:00 AM,25-Dec-2025 12:00 PM,29-Dec-2025 04:00 PM,EXECUTIVE ENGINEER,RCD RAMPUR,1,Fee/PreQual/Technical,.pdf,nit,354.0,Nil,Nil,No,1.0,SBI Bank,lot no 10,lot no 10,Please refer Tender documents. ,NA ,"7,99,000",Civil Works,NA ,Tender,90.0,25.0,Rampur,244901.0,NA ,NA ,NA ,RCD RAMPUR,No ,No,1.0,date1,Date,,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||RCD, rampur",04/EE/2025-26,2025_UPIDC_1099612_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1,5768870,NITISH AGARWAL,24-Dec-2025 09:22 PM,Accepted-AOC,l1,22-Jan-2026 11:32 AM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||RCD, rampur",2025_UPIDC_1099612_10,04/EE/2025-26,lot no 10,1.0,5768870.0,NITISH AGARWAL,INR,"663,667.9",Finance,financial,Naveen Kumar Singh,31-Dec-2025 12:47 PM,,BOQ Comparative Chart,ee,Internal,,Naveen Kumar Singh,22-Jan-2026 10:47 AM,finsummary_2025708.pdf (442.43 KB),ee,Internal,,Naveen Kumar Singh,29-Dec-2025 03:49 PM,29-Dec-2025 04:00 PM,techsummary_2025708.pdf (442.43 KB),Technical,technical,Naveen Kumar Singh,29-Dec-2025 02:33 PM,,22-Jan-2026,"INR 663,667.9",25.0,Naveen Kumar Singh,22-Jan-2026 11:31 AM,10.pdf (442.00 KB),AOC
,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5769351,SUSHIL WORKS & CONTRACTOR,25-Dec-2025 12:01 AM,Rejected-AOC,l2,22-Jan-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
