Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
20-Jan-2026,"INR 1,990,211.76",90.0,Vinod Kumar Tripathi,20-Jan-2026 12:22 PM,Fin.pdf (510.00 KB),As per Letter,1.0,5805884.0,M/S SURAJ INFRA,INR,"1,990,211.76",Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Gonda Circle PWD Gonda||EE Construction Division-2 PWD Gonda,2026_CEDPW_1104068_2,36/2A Dated 05-01-2026,Special Repair of Chakraut Dubai road to Hanumanpurwa Link road in 2025-26,1,5805884,M/S SURAJ INFRA,15-Jan-2026 01:08 PM,Accepted-AOC,As per Letter,20-Jan-2026 12:22 PM,Technical,As per Letter,Vinod Kumar Tripathi,17-Jan-2026 05:38 PM,technical_2036485.pdf,EE VK Tripathi,Internal,EE VK Tripathi EE PK Tripathi,Vinod Kumar Tripathi,20-Jan-2026 12:20 PM,finsummary_2036485.pdf (509.86 KB),Finance,As per Letter,Vinod Kumar Tripathi,19-Jan-2026 12:51 PM,finance_2036485.pdf,BOQ Comparative Chart,EE VK Tripathi,Internal,EE VK Tripathi EE PK Tripathi,Vinod Kumar Tripathi,17-Jan-2026 05:40 PM,19-Jan-2026 09:00 AM,techsummary_2036485.pdf (509.86 KB),AOC,EE CD-2 PWD Gonda,Office of EE CD-2 PWD Gonda,"2,00,000",No,fixed,,Nil,Nil,Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Gonda Circle PWD Gonda||EE Construction Division-2 PWD Gonda,36/2A Dated 05-01-2026,2026_CEDPW_1104068_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Special Repair of Chakraut Dubai road to Hanumanpurwa Link road in 2025-26,Special Repair of Chakraut Dubai road to Hanumanpurwa Link road in 2025-26,Please refer Tender documents. ,NA ,"19,94,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Office of EE CD-2 PWD Gonda,271001.0,NA ,NA ,NA ,Office of EE CD-2 PWD Gonda,No ,No,900.0,Nil,Nil,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,E1,06-Jan-2026 09:00 AM,15-Jan-2026 03:30 PM,06-Jan-2026 09:00 AM,15-Jan-2026 03:00 PM,NA ,NA ,06-Jan-2026 09:00 AM,15-Jan-2026 03:00 PM,19-Jan-2026 09:00 AM,AOC
,,,,,,,,,,,,,,,,2,5804619,M/S VIJAY PRATAP SINGH CONTRACTOR,14-Jan-2026 07:26 PM,Rejected-Finance,R,20-Jan-2026 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,AOC
