Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
27-Jan-2026,"INR 1,518,465.71",90.0,Narendra chaudhary,27-Jan-2026 09:40 PM,Phoolpandey.pdf (175.00 KB),l1,1,5756454,M/S DIPTI KATIYAR,19-Dec-2025 03:07 PM,Accepted-AOC,l1,27-Jan-2026 09:40 PM,1.0,5756454.0,M/S DIPTI KATIYAR,INR,"1,518,465.71",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2025_REDUP_1099103_2,1613/red/tender/Unnao/25-26 Dt-18-12-2025,Gram Panchyat Jagatnagar me Phool Pandey ke Ghar se Ram Khilawan Pandey ke Ghart tak Interlocing Road evm Nali Ka Nirman Karye,Finance,Summary,Narendra chaudhary,27-Jan-2026 09:33 PM,finance_2024728.pdf,BOQ Comparative Chart,Er Narendra Chaudhary,Internal,,Narendra chaudhary,24-Dec-2025 03:34 PM,24-Dec-2025 03:35 PM,techsummary_2024728.pdf (558.38 KB),Technical,Summary,Narendra chaudhary,24-Dec-2025 03:28 PM,technical_2024728.pdf,Er Narendra Chaudhary,Internal,,Narendra chaudhary,27-Jan-2026 09:36 PM,finsummary_2024728.pdf (175.09 KB),AOC,Er Narendra Chaudhary,Vikash Bhawan Unnao,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,15-Dec-2025 02:00 PM,22-Dec-2025 12:30 PM,15-Dec-2025 02:00 PM,22-Dec-2025 12:00 PM,NA ,NA ,15-Dec-2025 02:00 PM,22-Dec-2025 12:00 PM,24-Dec-2025 03:35 PM,"30,300",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,1613/red/tender/Unnao/25-26 Dt-18-12-2025,2025_REDUP_1099103_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Gram Panchyat Jagatnagar me Phool Pandey ke Ghar se Ram Khilawan Pandey ke Ghart tak Interlocing Road evm Nali Ka Nirman Karye,Gram Panchyat Jagatnagar me Phool Pandey ke Ghar se Ram Khilawan Pandey ke Ghart tak Interlocing Road evm Nali Ka Nirman Karye,Plz Refe Doc ,Na ,"15,19,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,1.0,SBI Bank,100.0,Nil,Nil,No,AOC
,,,,,,,2,5758081,Rishi Prakash jaiswal,19-Dec-2025 11:16 PM,Rejected-AOC,l2,27-Jan-2026 09:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
