Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
08-Jan-2026,"INR 504,516.75",90.0,Ankur Verma,08-Jan-2026 12:30 PM,boqcomparativechart3.pdf (22.00 KB),a,1.0,5753718.0,M/S SHIV SHAKTI CONSTRUCTION AND SUPPLIER,INR,"504,516.75",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2025_REDUP_1095805_3,1762/RED/Vn-Capt/2025-26Dt. 07.11.25,Vikas Khand Gaur Parisar mein High Mast Pole Indian Flag lagane hetu,1,5753718,M/S SHIV SHAKTI CONSTRUCTION AND SUPPLIER,17-Dec-2025 08:28 PM,Accepted-AOC,a,08-Jan-2026 12:30 PM,Technical,c,Ankur Verma,21-Dec-2025 03:19 PM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,08-Jan-2026 12:27 PM,finsummary_2016668.pdf (21.99 KB),Finance,c,Ankur Verma,30-Dec-2025 11:34 AM,,BOQ Comparative Chart,ER ANKUR VERMA,Internal,ee,Ankur Verma,27-Dec-2025 06:00 PM,29-Dec-2025 12:00 PM,techsummary_2016668.pdf (675.67 KB),AOC,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,technical,EERED BASTI,O/O EERED BASTI,Vikas Khand Gaur Parisar mein High Mast Pole Indian Flag lagane hetu,Vikas Khand Gaur Parisar mein High Mast Pole Indian Flag lagane hetu,as per sbd ,NA ,"9,89,000",Civil Works,NA ,Tender,90.0,90.0,WORK,272001.0,NA ,NA ,NA ,O/O EERED BASTI,No ,No,944.0,Nil,Nil,No,1.0,date1,Date,,"20,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,1762/RED/Vn-Capt/2025-26Dt. 07.11.25,2025_REDUP_1095805_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,03-Dec-2025 03:00 PM,20-Dec-2025 12:30 PM,03-Dec-2025 03:00 PM,20-Dec-2025 12:00 PM,03-Dec-2025 03:00 PM ,20-Dec-2025 12:00 PM ,03-Dec-2025 03:00 PM,20-Dec-2025 12:00 PM,29-Dec-2025 12:00 PM,AOC
,,,,,,,,,,,,,,,,2,5753678,M/S V.K.CONSTRUCTION,17-Dec-2025 08:38 PM,Rejected-Finance,r,08-Jan-2026 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
