Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
11-Dec-2025,"INR 137,852.7",20.0,Birendra Paswan,01-Jan-2026 12:02 PM,algatpur_2.pdf (232.00 KB),Technical,As per Upload,Birendra Paswan,01-Nov-2025 05:09 PM,technical_1986897.pdf,Birendra Paswan,Internal,,Birendra Paswan,01-Nov-2025 05:13 PM,03-Nov-2025 10:00 AM,techsummary_1986897.pdf (521.10 KB),Finance,As per Upload,Birendra Paswan,01-Dec-2025 01:23 PM,,BOQ Comparative Chart,Birendra Paswan,Internal,,Birendra Paswan,01-Dec-2025 01:41 PM,finsummary_1986897.pdf (212.49 KB),1.0,5637168.0,M/S GOVIND CONSTRUCTION,INR,"137,852.2",1,5637168,M/S GOVIND CONSTRUCTION,29-Oct-2025 03:28 PM,Accepted-AOC,As per Upload,01-Jan-2026 12:02 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",2025_UPIDC_1078690_59,03/EESNK1BANSI/2025-26,Silt Scraping and jungle clearance ofofAlgatpurmr between km 0.000 to 5.400,AOC,589.0,Nil,Nil,No,"3,000",Yes,fixed,,Nil,Nil,21-Oct-2025 10:00 AM,31-Oct-2025 02:00 PM,21-Oct-2025 10:00 AM,31-Oct-2025 01:00 PM,NA ,NA ,21-Oct-2025 10:00 AM,31-Oct-2025 01:00 PM,03-Nov-2025 10:00 AM,1.0,SBI Bank,Silt Scraping and jungle clearance ofofAlgatpurmr between km 0.000 to 5.400,Silt Scraping and jungle clearance ofofAlgatpurmr between km 0.000 to 5.400,Please refer Tender documents. ,NA ,"1,41,000",Civil Works - Canal,NA ,Rate Contract,90.0,20.0,SIDDHARTH NAGAR,272153.0,NA ,NA ,NA ,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,No ,No,1,Fee/PreQual/Technical,.pdf,Tender Document,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",03/EESNK1BANSI/2025-26,2025_UPIDC_1078690_59,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5631017,pandey construction and labour supplier,27-Oct-2025 07:26 AM,Rejected-Technical,As per Upload,01-Nov-2025 05:13 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC
