Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
01-Sep-2025,"INR 155,711.23",30.0,deena nath maurya,02-Jan-2026 01:56 PM,agno81.pdf (666.00 KB),AOC,Technical,summary,deena nath maurya,25-Aug-2025 03:02 PM,technical_1938673.pdf,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,25-Aug-2025 04:21 PM,26-Aug-2025 11:00 AM,techsummary_1938673.pdf (914.43 KB),1.0,5441148.0,m/s mohd zaheer,INR,"155,711.23",Finance,boq,deena nath maurya,26-Aug-2025 04:19 PM,finance_1938673.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,28-Aug-2025 04:02 PM,finsummary_1938673.pdf (914.43 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1063632_41,03/AEIV/2025-26,"Maintenance and Repairing of Type-IV Residence No 12/5 at New Parikalp Vihar Colony, Telibagh, Lucknow.(Lot No.41)",1,5446911,BHAJAN LAL,18-Aug-2025 01:56 AM,Rejected-AOC,L2,02-Jan-2026 01:56 PM,AOC,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,"3,300",No,fixed,,Nil,Nil,08-Aug-2025 03:00 PM,18-Aug-2025 03:00 PM,08-Aug-2025 03:00 PM,18-Aug-2025 12:00 PM,08-Aug-2025 03:00 PM ,18-Aug-2025 12:00 PM ,08-Aug-2025 03:00 PM,18-Aug-2025 12:00 PM,26-Aug-2025 11:00 AM,"Maintenance and Repairing of Type-IV Residence No 12/5 at New Parikalp Vihar Colony, Telibagh, Lucknow.(Lot No.41)","Maintenance and Repairing of Type-IV Residence No 12/5 at New Parikalp Vihar Colony, Telibagh, Lucknow.(Lot No.41)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,new Parikalp Vihar colony,226002.0,NA ,NA ,NA ,canal Colony,No ,No,1.0,SBI Bank,Assistant Engineer IV,LDSC Lucknow.,590.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",03/AEIV/2025-26,2025_UPIDC_1063632_41,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5441148,m/s mohd zaheer,17-Aug-2025 02:25 PM,Accepted-AOC,L1,02-Jan-2026 01:56 PM,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
