S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5575863.0,M/S SUDHIR KUMAR CONTRACTOR,01-Oct-2025 02:30 PM,Accepted-AOC,Agreement With L1,07-Jan-2026 06:08 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Anoopshahar Division Ganga Canal, Panchsheel Nagar",2025_UPIDC_1077424_2,TN-04/EE/2025-26,TN-04/EE/2025-26 Pothole removal work of canal service road between Km 14.670 to Km 15.570 of the left track of Rajwaha Left Akbarpur. Lot No-02,1.0,5575863.0,M/S SUDHIR KUMAR CONTRACTOR,INR,"1,102,221",07-Jan-2026,"INR 1,102,221",45.0,Man Mohan Singh,07-Jan-2026 06:08 PM,AOCA.pdf (99.00 KB),Agreement With L1,EE Manmohan Singh,Internal,EE Subhas Chandra,Man Mohan Singh,08-Oct-2025 07:51 PM,09-Oct-2025 01:00 PM,techsummary_1969292.pdf (2856.86 KB),Finance,Financial Evaluation,Man Mohan Singh,07-Jan-2026 06:00 PM,,BOQ Comparative Chart,EE Manmohan Singh,Internal,EE Subhas Chandra,Man Mohan Singh,07-Jan-2026 06:01 PM,finsummary_1969292.pdf (2856.86 KB),Technical,Technical Evaluation,Man Mohan Singh,08-Oct-2025 07:45 PM,technical_1969292.pdf,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Anoopshahar Division Ganga Canal, Panchsheel Nagar",TN-04/EE/2025-26,2025_UPIDC_1077424_2,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,26-Sep-2025 10:10 AM,01-Oct-2025 04:00 PM,26-Sep-2025 10:10 AM,01-Oct-2025 03:00 PM,NA ,NA ,26-Sep-2025 10:10 AM,01-Oct-2025 03:00 PM,09-Oct-2025 01:00 PM,Executive Engineer,EXECUTIVE ENGINEER ANOOPSHAHAR BRANCH DIVISION GANGA CANAL MEERUT,TN-04/EE/2025-26 Pothole removal work of canal service road between Km 14.670 to Km 15.570 of the left track of Rajwaha Left Akbarpur. Lot No-02,TN-04/EE/2025-26 Pothole removal work of canal service road between Km 14.670 to Km 15.570 of the left track of Rajwaha Left Akbarpur. Lot No-02,As Per Tender Document ,As Per Tender Document ,"11,78,000",Civil Works,NA ,Tender,90.0,45.0,As Per Tender Document,250001.0,EE ABDGC MEERUT NEAR MAWANA BUS STAND MEERUT ,EE ABDGC MEERUT NEAR MAWANA BUS STAND MEERUT ,27-Sep-2025 11:00 AM ,MEERUT,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,"23,560",No,percentage,2.0%,Nil,Nil,AOC
2.0,5575892.0,RAJ KUMAR SHARMA CONTRACTOR,01-Oct-2025 02:39 PM,Rejected-Finance,Agreement With L1,07-Jan-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TD,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
