Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
21-Nov-2025,"INR 260,865.2",20.0,PRAMOD KUMAR,19-Jan-2026 02:38 PM,nit6lot10.pdf (13083.00 KB),AOC,Technical,Summary Attached,PRAMOD KUMAR,28-Oct-2025 01:59 PM,technical_1982558.pdf,SHRI PRAMOD KUMAR EE MCD MZP,Internal,"SHRI PRAMOD KUMAR, EXECUTIVE ENGINEER, MIRZAPUR CANAL DIVISION,MIRZAPUR SHRI HARISHANKAR PRASAD, EXECUTIVE ENGINEER, IRRIGATON DIVISION CHUNAR, MIRZAPUR SHRI RAVINDRA KUMAR VERMA , DAO, MCD MZP",PRAMOD KUMAR,28-Oct-2025 03:35 PM,31-Oct-2025 02:00 PM,techsummary_1982558.pdf (244.72 KB),SHRI PRAMOD KUMAR EE MCD MZP,Internal,"SHRI PRAMOD KUMAR, EXECUTIVE ENGINEER, MIRZAPUR CANAL DIVISION,MIRZAPUR SHRI HARISHANKAR PRASAD, EXECUTIVE ENGINEER, IRRIGATON DIVISION CHUNAR, MIRZAPUR SHRI RAVINDRA KUMAR VERMA , DAO, MCD MZP",PRAMOD KUMAR,11-Nov-2025 03:37 PM,finsummary_1982558.pdf (244.72 KB),Finance,Summary Attached,PRAMOD KUMAR,10-Nov-2025 01:45 PM,finance_1982558.pdf,BOQ Comparative Chart,1.0,5617974.0,SRI SAI ENTERPRISES,INR,"260,865.2","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur||MCD, mirzaprur",2025_UPIDC_1082497_10,Tender Notice No-06-EE-2025-26,NIT-06-EEMCD-2025-26 LOT-10,1,5620362,ARUN CONSTRUCTION,21-Oct-2025 08:49 AM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 03:37 PM,AOC,EE MCD,E.E Mcd Irrigation Coloney Fatahan Mirzapur,"10,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Document,354.0,Nil,Nil,No,NIT-06-EEMCD-2025-26 LOT-10,Ordinary Jungle clearence of Outer section and Scraping Internal Section from km. 20.950 to km. 30.400 of B.M.F.C. LOT-10,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,20.0,MIRZAPUR,231001.0,NA ,NA ,NA ,Office of The EE MCD,No ,No,1.0,SBI Bank,15-Oct-2025 02:00 PM,21-Oct-2025 12:00 PM,15-Oct-2025 03:00 PM,21-Oct-2025 11:00 AM,NA ,NA ,15-Oct-2025 03:00 PM,21-Oct-2025 11:00 AM,31-Oct-2025 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur||MCD, mirzaprur",Tender Notice No-06-EE-2025-26,2025_UPIDC_1082497_10,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5618771,J S CONSTRUCTION COMPANY,19-Oct-2025 12:53 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 03:37 PM,AOC,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5620649,M/S KRISHNA NAND SINGH,21-Oct-2025 04:45 AM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 03:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5620452,M/S KRISHNA PANDEY,20-Oct-2025 05:37 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 03:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5620739,MS SHREYA CONSTRUCTION,21-Oct-2025 09:47 AM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 03:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5619268,MS VIJAY KUMAR SINGH,19-Oct-2025 06:01 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 03:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5618171,M/S WELLMAN CONSTRUCTION COMPANY,18-Oct-2025 06:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2025 01:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5617974,SRI SAI ENTERPRISES,18-Oct-2025 01:12 PM,Accepted-AOC,AOC,19-Jan-2026 02:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5620427,VIR VIKRAM YADAV,20-Oct-2025 05:35 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 03:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
