Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Committee,Internal,Committee,MAHRAM SINGH,24-Nov-2025 03:36 PM,24-Nov-2025 03:45 PM,techsummary_1932721.pdf (849.64 KB),Technical,EVALUATION,MAHRAM SINGH,24-Nov-2025 01:27 PM,,19-Jan-2026,"INR 3,132,915.95",180.0,MAHRAM SINGH,19-Jan-2026 06:54 PM,aoc279_10.pdf (744.00 KB),AOC,1.0,5407513.0,M/s DIVYA BUILDERS & DEVELOPERS,06-Aug-2025 05:05 PM,Accepted-AOC,L1,19-Jan-2026 06:54 PM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1060688_10,YEA/OSD(M)/2025/279 DT-22/07/2025,"Providing street light at village Akalpur ,YEA (WC EM 02)",1.0,5407513.0,M/s DIVYA BUILDERS & DEVELOPERS,INR,"3,132,915.95",Finance,UNDER,MAHRAM SINGH,19-Jan-2026 06:50 PM,,BOQ Comparative Chart,Committee,Internal,Committee,MAHRAM SINGH,19-Jan-2026 06:53 PM,finsummary_1932721.pdf (744.12 KB),AOC,Yamuna Expressway Industrial Development Authority,YEA/OSD(M)/2025/279 DT-22/07/2025,2025_YEIDA_1060688_10,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,29-Jul-2025 06:55 PM,27-Aug-2025 11:00 AM,29-Jul-2025 06:55 PM,26-Aug-2025 05:00 PM,NA ,NA ,29-Jul-2025 06:55 PM,26-Aug-2025 05:00 PM,24-Nov-2025 03:45 PM,1.0,SBI Bank,"74,000",No,fixed,,Nil,Nil,960.0,Nil,Nil,No,OSD M,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"Providing street light at village Akalpur ,YEA (WC EM 02)","Providing street light at village Akalpur ,YEA (WC EM 02)",REFER TENDER DOC ,NA ,"36,80,155",Electrical Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201310.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",1.0,Corrigendum 2,Date,,AOC
,,,,,,,,,,,,,,,,,,,2.0,5491510.0,Naresh Agarwal constructions Pvt Ltd,25-Aug-2025 03:05 PM,Rejected-Technical,DISQUALIFIED,24-Nov-2025 03:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,AOC
,,,,,,,,,,,,,,,,,,,3.0,5412147.0,Sumit kumar,22-Aug-2025 08:44 AM,Rejected-Finance,L2,19-Jan-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOC,,,,,AOC
