Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
22-Jan-2026,"INR 2,110,118.39",90.0,Sanjeev Kumar Verma,22-Jan-2026 02:33 PM,FEJain.pdf (188.00 KB),1.0,5784783.0,KRISHNA TRADERS,INR,"2,110,118.39",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,2025_REDUP_1101290_1,736/RED/Account/Tender Notice Dt 11.12.2025,Renovation of Jain Community Cremation Center Jaswant Nagar Distt Etawah,1,5784783,KRISHNA TRADERS,01-Jan-2026 05:38 PM,Accepted-AOC,Due to L1,22-Jan-2026 02:33 PM,Technical,Summary,Sanjeev Kumar Verma,14-Jan-2026 01:39 PM,technical_2029763.pdf,Er Sanjeev Kumar Verma,Internal,,Sanjeev Kumar Verma,22-Jan-2026 02:31 PM,finsummary_2029763.pdf (187.89 KB),Finance,Summary,Sanjeev Kumar Verma,22-Jan-2026 02:29 PM,finance_2029763.pdf,BOQ Comparative Chart,Er Sanjeev Kumar Verma,Internal,,Sanjeev Kumar Verma,14-Jan-2026 01:44 PM,16-Jan-2026 12:00 PM,techsummary_2029763.pdf (175.18 KB),AOC,950.0,Nil,Nil,No,24-Dec-2025 10:00 AM,12-Jan-2026 12:30 PM,24-Dec-2025 10:00 AM,12-Jan-2026 12:00 PM,NA ,NA ,24-Dec-2025 10:00 AM,12-Jan-2026 12:00 PM,16-Jan-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE ETAWAH,736/RED/Account/Tender Notice Dt 11.12.2025,2025_REDUP_1101290_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Techinical Bid,EE RED Etawah,EE RED Etawah,1.0,SBI Bank,Renovation of Jain Community Cremation Center Jaswant Nagar Distt Etawah,Renovation of Jain Community Cremation Center Jaswant Nagar Distt Etawah,Please refer Tender documents. ,NA ,"21,12,000",Civil Works,NA ,Tender,90.0,90.0,Etawah,206001.0,NA ,NA ,NA ,EE RED Etawah,No ,No,"43,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,5784793,M/S RAJESH KUMAR SAXENA,01-Jan-2026 05:56 PM,Rejected-Finance,Due to L2,22-Jan-2026 02:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
