Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
ASSISTANT ENGINEER-II,ASSISTANT ENGINEER-II SHARDA SAHAYAK KHAND-32 AZAMGARH,Earth Work in Silt Clearance and Scraping of Tilahua Mr. from Km. 0.000 to Km. 3.900 and Jagjivanpur Mr. from Km. 0.000 to Km. 2.000,Silt Clearance and Scraping,Please refer Tender documents. ,NA ,"1,23,000",Civil Works,NA ,Tender,90.0,15.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,10-Nov-2025 11:00 AM,17-Nov-2025 11:00 AM,10-Nov-2025 11:00 AM,15-Nov-2025 05:00 PM,NA ,NA ,10-Nov-2025 11:00 AM,15-Nov-2025 05:00 PM,24-Nov-2025 09:00 AM,589.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,e-Document,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",02/AE-II/2025-26,2025_UPIDC_1085715_76,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"12,300",Yes,fixed,,Nil,Nil,AOC,1,5674536,M/S LALCHAND YADAV,13-Nov-2025 08:00 PM,Accepted-AOC,L1,14-Jan-2026 05:09 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",2025_UPIDC_1085715_76,02/AE-II/2025-26,Earth Work in Silt Clearance and Scraping of Tilahua Mr. from Km. 0.000 to Km. 3.900 and Jagjivanpur Mr. from Km. 0.000 to Km. 2.000,1.0,5674536.0,M/S LALCHAND YADAV,INR,"119,656.5",Finance,Admitted,ANURUDDHA VERMA,13-Jan-2026 06:56 PM,,BOQ Comparative Chart,A.P.V,Internal,,ANURUDDHA VERMA,14-Jan-2026 05:07 PM,finsummary_1999874.pdf (582.33 KB),Technical,1 Not Admitted and 1 Admitted,ANURUDDHA VERMA,22-Nov-2025 09:53 PM,,14-Jan-2026,"INR 123,000",15.0,ANURUDDHA VERMA,14-Jan-2026 05:09 PM,76.pdf (582.00 KB),A.P.V.,Internal,,ANURUDDHA VERMA,23-Nov-2025 06:49 PM,24-Nov-2025 09:00 AM,techsummary_1999874.pdf (393.82 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5680136,SRI BHOLANATH YADAV,15-Nov-2025 01:19 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Nov-2025 09:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
