Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"General Manager, UPPCL, Zone-6 Noida","K-2, Sector-116, Noida Gautambudha Nagar",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,26/PCL/GM/Zone-6/Noida/2025-26 DT. 07.11.2025,2025_UPPRC_1088967_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"84,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Construction work of Block Public Health Unit at CHC Sadholi Kadeem Distt- Saharanpur,Construction work of Block Public Health Unit at CHC Sadholi Kadeem Distt- Saharanpur,Please refer Tender documents. ,NA ,"41,90,000",Civil Works,NA ,Tender,90.0,180.0,Sadholi Kadeem Distt- Saharanpur,247121.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,24-Nov-2025 06:00 PM,08-Dec-2025 03:00 PM,24-Nov-2025 06:00 PM,08-Dec-2025 02:00 PM,NA ,NA ,24-Nov-2025 06:00 PM,08-Dec-2025 02:00 PM,19-Dec-2025 01:30 PM,1,Fee/PreQual/Technical,.pdf,Technical Bid,"11,800",Nil,Nil,No,AOC,Finance,Technically Qualified bidders bids opened. Out of them M/s Prateek Construction Bid is First Lowest of amount Rupees 3514990.678,Karmendra Kumar Agrawal,24-Dec-2025 04:02 PM,finance_2010110.pdf,BOQ Comparative Chart,General Manager Zone-6 Noida,Internal,Project Manager Unit 33 Meerut Project Manager Unit 26 Saharanpur Accountant Unit 26 Saharanpur,Karmendra Kumar Agrawal,19-Dec-2025 01:25 PM,19-Dec-2025 01:30 PM,techsummary_2010110.pdf (1642.86 KB),Technical,Two Bids are received. All are found Technically qualified,Karmendra Kumar Agrawal,19-Dec-2025 01:21 PM,technical_2010110.pdf,General Manager Zone-6 Noida,Internal,Project Manager Unit 33 Meerut Project Manager Unit 26 Saharanpur Accountant Unit 26 Saharanpur,Karmendra Kumar Agrawal,24-Dec-2025 04:09 PM,finsummary_2010110.pdf (1642.86 KB),05-Jan-2026,"INR 3,514,990",180.0,Karmendra Kumar Agrawal,08-Jan-2026 06:31 PM,BPHUShadholiDOS.pdf (571.00 KB),"Contract Value Rs. 41,47,688.00 with GST",1.0,5716470.0,Prateek Construction,INR,"3,514,990.678",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,2025_UPPRC_1088967_2,26/PCL/GM/Zone-6/Noida/2025-26 DT. 07.11.2025,Construction work of Block Public Health Unit at CHC Sadholi Kadeem Distt- Saharanpur,1,5716470,Prateek Construction,07-Dec-2025 10:39 AM,Accepted-AOC,First Lowest,08-Jan-2026 06:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5716475,rathore construction company,05-Dec-2025 02:55 PM,Rejected-AOC,Second Lowest,08-Jan-2026 06:31 PM,AOC
