Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
V.K. SINGH,Internal,,Vinay Kumar Singh,21-Nov-2025 12:24 AM,21-Nov-2025 09:00 AM,techsummary_2001769.pdf (789.22 KB),23-Dec-2025,"INR 90,000",15.0,Vinay Kumar Singh,02-Jan-2026 05:57 PM,Accepted.pdf (20.00 KB),Technical,1 Not Admitted and 4 Admitted,Vinay Kumar Singh,20-Nov-2025 11:32 PM,,1.0,5685545.0,M/s. S. BROTHERS CONSTRUCTION,INR,"56,129.3",V.K. Singh,Internal,,Vinay Kumar Singh,23-Dec-2025 08:50 PM,finsummary_2001769.pdf (20.18 KB),Finance,all Admitted,Vinay Kumar Singh,20-Dec-2025 07:58 PM,,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",2025_UPIDC_1086698_37,04/AE-IV/2025-26,Earth Work in Silt Clearance/Scraping of Koilari Mr. from Km. 0.000 to Km. 3.000,1,5684540,ANIL KUMAR YADAV,18-Nov-2025 03:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Nov-2025 11:32 PM,AOC,ASSISTANT ENGINEER-IV,ASSISTANT ENGINEER-IV SHARDA SAHAYAK KHAND-32 AZAMGARH,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",04/AE-IV/2025-26,2025_UPIDC_1086698_37,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Earth Work in Silt Clearance/Scraping of Koilari Mr. from Km. 0.000 to Km. 3.000,Silt Clearance/Scraping,Please refer Tender documents. ,NA ,"90,000",Civil Works,NA ,Tender,90.0,15.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,1.0,SBI Bank,59.0,Nil,Nil,No,"9,000",Yes,fixed,,Nil,Nil,13-Nov-2025 10:00 AM,19-Nov-2025 10:30 AM,13-Nov-2025 10:30 AM,18-Nov-2025 05:00 PM,NA ,NA ,13-Nov-2025 10:30 AM,18-Nov-2025 05:00 PM,21-Nov-2025 09:00 AM,1.0,Fee/PreQual/Technical,.pdf,e-Document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5682101,M/S BABU LAL YADAV THIKEDAR,16-Nov-2025 11:07 PM,Rejected-Finance,L3,23-Dec-2025 08:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5685545,M/s. S. BROTHERS CONSTRUCTION,18-Nov-2025 03:58 PM,Accepted-AOC,L1,02-Jan-2026 05:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5685292,M/S SHRI RAM SINGH,18-Nov-2025 01:30 PM,Rejected-Finance,L2,23-Dec-2025 08:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5681491,Shri Ramsingar,16-Nov-2025 04:14 PM,Rejected-Finance,L4,23-Dec-2025 08:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
