S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,DD - Demand Draft,1,Fee,.pdf,Tender FEE and EMD,29-Nov-2025 05:00 PM,08-Dec-2025 02:00 PM,29-Nov-2025 05:00 PM,08-Dec-2025 12:00 PM,NA ,NA ,29-Nov-2025 05:00 PM,08-Dec-2025 12:00 PM,20-Dec-2025 05:10 PM,Superintending Engineer (E),"U.P.State Construction and Infrastructure Development Corporation Ltd., Lekhraj Market-1, 3rd Floor, Indira Nagar Lucknow",Electrical Renovation work of ATS Nagla Heeralal at Etawah.,Electrical Renovation work of ATS Nagla Heeralal at Etawah.,Electrical Renovation work of ATS Nagla Heeralal at Etawah. ,NA ,,Electrical Works,NA ,Tender,90.0,270.0,Etawah,206001.0,"Lekhraj Market-1st, IIIrd floor Indira Nagar LKO ","Lekhraj Market-1st, IIIrd floor Indira Nagar LKO ",03-Dec-2025 11:00 AM ,"Lekhraj Market-1st, IIIrd floor Indira Nagar LKO",No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Allahabad,941/SE(E)/LKO/Etawah/25-26,2025_SCIDC_1094892_1,Yes,Open Tender,Percentage,Works,3.0,No,No,Offline,No,No,No,"2,360",UPSCIDCOLTD,Etawah,No,"1,35,000",No,fixed,,UPSCIDCOLTD,Etawah,AOC,Shri Sudhir Kumar,Internal,Attached,Ram Nayan,20-Dec-2025 06:35 PM,finsummary_2013641.pdf (330.33 KB),Technical,Attached,Ram Nayan,20-Dec-2025 05:07 PM,technical_2013641.pdf,Shri Sudhir Kumar,Internal,Attached,Ram Nayan,20-Dec-2025 05:09 PM,20-Dec-2025 05:10 PM,techsummary_2013641.pdf (633.65 KB),Finance,Attached,Ram Nayan,20-Dec-2025 06:27 PM,finance_2013641.pdf,BOQ Comparative Chart,1.0,5727738.0,SANJAY ELECTRIC COMPANY,INR,"6,748,693",U.P. State Construction and Infrastructure Development Corporation Ltd.||Electrical Division Allahabad,2025_SCIDC_1094892_1,941/SE(E)/LKO/Etawah/25-26,Electrical Renovation work of ATS Nagla Heeralal at Etawah.,1,5727705,Gaurav Construction,08-Dec-2025 11:53 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,20-Dec-2025 05:07 PM,23-Dec-2025,"INR 6,769,000",270.0,Ram Nayan,09-Jan-2026 05:16 PM,Karyadesh.pdf (1102.00 KB),Attached,AOC
2,FDR - Fixed Deposit,2,PreQual/Technical,.pdf,Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5727816,jai kapeesh enterprises,07-Dec-2025 04:58 PM,Rejected-Finance,Quoted Amount Rate in High,20-Dec-2025 06:35 PM,,,,,,,,AOC
3,RTGS - RTGS Payment,3,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5727738,SANJAY ELECTRIC COMPANY,07-Dec-2025 05:33 PM,Accepted-AOC,Lowest Rate Accepted,09-Jan-2026 05:16 PM,,,,,,,,AOC
