Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Ganga Canal Sanchanal Circle, Meerut",04/SE/2025-26,2025_UPIDC_1070146_6,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,"4,130",Nil,Nil,No,SE GNSM Meerut,Office of SE GNSM Meerut,02-Sep-2025 09:00 AM,08-Sep-2025 03:00 PM,02-Sep-2025 09:00 AM,08-Sep-2025 02:00 PM,NA ,NA ,02-Sep-2025 09:00 AM,08-Sep-2025 02:00 PM,19-Sep-2025 02:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,LOT4,As per the NIT,Please refer Tender documents. ,NA ,"1,52,80,000",Civil Works,NA ,Tender,90.0,90.0,Haridwar,249401.0,Office of SE GNSM Meerut ,Office of SE GNSM Meerut ,03-Sep-2025 01:00 PM ,Office of SE GNSM Meerut,No ,No,"3,10,000",No,fixed,,Nil,Nil,AOC,Mr. Bhartendu Gaur,Internal,Mr. Ramesh Chandra,Bhartendu Gaur,17-Jan-2026 02:42 PM,finsummary_1953235.pdf (1032.22 KB),Technical,03 Bidder Admitted 02 Bidder Not Admitted,Bhartendu Gaur,16-Sep-2025 01:47 PM,technical_1953235.pdf,Mr. Bhartendu Gaur,Internal,Mr. Ramesh Chandra,Bhartendu Gaur,16-Sep-2025 01:50 PM,19-Sep-2025 02:00 PM,techsummary_1953235.pdf (926.21 KB),Finance,L1 Details,Bhartendu Gaur,17-Jan-2026 02:33 PM,finance_1953235.pdf,BOQ Comparative Chart,1,5520724,Hariom Sharma,08-Sep-2025 12:44 PM,Rejected-Finance,L3,17-Jan-2026 02:42 PM,1.0,5520351.0,MAA GAYATRI ASSOCIATES,INR,"14,179,792","U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Ganga Canal Sanchanal Circle, Meerut",2025_UPIDC_1070146_6,04/SE/2025-26,LOT4,20-Jan-2026,"INR 14,179,792",90.0,Bhartendu Gaur,20-Jan-2026 01:08 PM,AOC.pdf (565.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5520588,LAIQUE AHMAD,08-Sep-2025 12:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Sep-2025 01:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5520351,MAA GAYATRI ASSOCIATES,07-Sep-2025 09:18 PM,Accepted-AOC,L1,20-Jan-2026 01:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5518982,M/S SATT SAHIB CONSTRUCTION CO,07-Sep-2025 04:11 PM,Rejected-Finance,L2,17-Jan-2026 02:42 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5516391,SHRI SAI CONSTRUCTION,08-Sep-2025 12:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Sep-2025 01:47 PM,,,,,,,,,,,,,,,,,AOC
