Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
14-Nov-2025,"INR 4,974,745.58",180.0,BHARAM PAL SINGH,21-Jan-2026 11:55 AM,ARVIK.pdf (776.00 KB),AOC,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1062773_5,YEA/GM(PROJECT)/2025/397 DT-01/08/2025,"C/o drain slab of 60mtr and 45mtr wide road in sec -20 pocket -A,B and D YEA. WC-02",1.0,5427169.0,ARVIK ENTERPRISES,INR,"4,974,745.58",1,5427169,ARVIK ENTERPRISES,13-Aug-2025 04:51 PM,Accepted-AOC,L1,21-Jan-2026 11:56 AM,Finance,UNDER EVALUATION,VIKAS KUMAR,14-Nov-2025 03:54 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,31-Oct-2025 04:08 PM,31-Oct-2025 04:20 PM,techsummary_1936791.pdf (1999.82 KB),Technical,EVALUATION,BHARAM PAL SINGH,31-Oct-2025 04:06 PM,,Committee,Internal,Committee,VIKAS KUMAR,14-Nov-2025 04:34 PM,finsummary_1936791.pdf (582.79 KB),AOC,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/397 DT-01/08/2025,2025_YEIDA_1062773_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,04-Aug-2025 06:55 PM,14-Aug-2025 11:00 AM,04-Aug-2025 06:55 PM,13-Aug-2025 05:00 PM,NA ,NA ,04-Aug-2025 06:55 PM,13-Aug-2025 05:00 PM,31-Oct-2025 04:20 PM,"C/o drain slab of 60mtr and 45mtr wide road in sec -20 pocket -A,B and D YEA. WC-02","C/o drain slab of 60mtr and 45mtr wide road in sec -20 pocket -A,B and D YEA. WC-02",Please refer Tender documents. ,NA ,"82,22,719",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA OFFICE 2ND FLOOR E- TENDER CELL,No ,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"1,65,000",No,fixed,,Nil,Nil,"2,003",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",AOC
,,,,,,,,,,,,,,,,2,5421532,KP CONST. CO.,13-Aug-2025 02:34 PM,Rejected-Finance,L5,14-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",AOC
,,,,,,,,,,,,,,,,3,5416551,M/S ANUSHKA CONSTRUCTION,13-Aug-2025 08:29 AM,Rejected-Finance,L6,14-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,AOC
,,,,,,,,,,,,,,,,4,5413126,M/S ISHU CONSTRUCTION,12-Aug-2025 05:55 PM,Rejected-Finance,L2,14-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,AOC
,,,,,,,,,,,,,,,,5,5426480,M/S RUDRAKSHA ENGINEERS AND CONTRACTOR PVT LTD,13-Aug-2025 02:52 PM,Rejected-Finance,L4,14-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,AOC
,,,,,,,,,,,,,,,,6,5424439,M/S S.K.Infra Engineers Private Limited,12-Aug-2025 08:30 PM,Rejected-Finance,L3,14-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,5413653,tryambak construction,09-Aug-2025 05:56 PM,Rejected-Finance,L7,14-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
