Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Ram Gopal,Superintending engineer Drainage Circle Kanpur,19-May-2025 11:00 AM,24-May-2025 03:00 PM,19-May-2025 11:00 AM,24-May-2025 01:00 PM,NA ,NA ,19-May-2025 11:00 AM,24-May-2025 01:00 PM,04-Jun-2025 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur",02/SE/2025-26,2025_UPIDC_1040310_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Silt clearance of MORWA drain from k.m. 0.000 to 54.600 in Distt. BHADOHI,Silt clearance of MORWA drain from k.m. 0.000 to 54.600 in Distt. BHADOHI,Please refer tender document ,NA ,"61,80,000",Civil Works,NA ,Tender,90.0,30.0,Bhadohi,221401.0,NA ,NA ,NA ,Kanpur,No ,No,"2,354",Nil,Nil,No,"1,24,000",No,fixed,,Nil,Nil,AOC,Ram Gopal,Internal,Arvind kumar pandey E.E Ashutosh saraswat E.E,Ram Gopal,03-Jun-2025 03:04 PM,04-Jun-2025 11:00 AM,techsummary_1886685.pdf (287.41 KB),Finance,02 Bid complet for financial Evaluation,Ram Gopal,04-Jun-2025 12:04 PM,finance_1886685.pdf,BOQ Comparative Chart,Ram Gopal,Internal,Arvind kumar pandey E.E Ashutosh Saraswat E.E,Ram Gopal,04-Jun-2025 12:09 PM,finsummary_1886685.pdf (287.41 KB),Technical,2 Admited 3 not admited,Ram Gopal,03-Jun-2025 02:56 PM,technical_1886685.pdf,1.0,Tender Revocation,Tender Revocation,29-May-2025 01:45 PM,murwa.pdf ,246.73,Technical Opening,1,5211888,DHARAM DEV CHAUHAN,24-May-2025 09:44 AM,Rejected-AOC,L2,24-Jan-2026 01:48 PM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur",2025_UPIDC_1040310_4,02/SE/2025-26,Silt clearance of MORWA drain from k.m. 0.000 to 54.600 in Distt. BHADOHI,1.0,5211181.0,Ms A S Construction,INR,"5,699,278",28-Nov-2025,"INR 5,699,278",30.0,Ram Gopal,24-Jan-2026 01:48 PM,morwa.pdf (588.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5211652,MOHD. SHOEB KHAN,24-May-2025 11:09 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Jun-2025 02:56 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5211181,Ms A S Construction,23-May-2025 09:52 PM,Accepted-AOC,L1,24-Jan-2026 01:48 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5212019,M/s CHANCHAL ASSOCIATES,24-May-2025 11:46 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Jun-2025 02:56 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5211815,M/S ROHIT ENTERPRISES,24-May-2025 12:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Jun-2025 02:56 PM,,,,,,,,,,,,,,,,AOC
