S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,"22,74,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,NIT,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,45/GM-3/UPPCL/2025-26 DATE-26.11.2025,2025_UPPRC_1095456_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,11-Dec-2025 01:00 PM,18-Dec-2025 04:00 PM,11-Dec-2025 01:00 PM,18-Dec-2025 03:00 PM,NA ,NA ,11-Dec-2025 01:00 PM,18-Dec-2025 03:00 PM,19-Dec-2025 02:35 PM,Proposed Construction Examination of Building at Dr. Ram Manohar Lohiya Awadh University Distt. Ayodhya (UP),Proposed Construction Examination of Building at Dr. Ram Manohar Lohiya Awadh University Distt. Ayodhya (UP),As per Bid Documents ,NA ,"11,37,00,000",Civil Works - Buildings,N/A ,Tender,90.0,540.0,Ayodhya,224001.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,"17,700",Nil,Nil,No,AOC,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,19-Dec-2025 02:28 PM,19-Dec-2025 02:35 PM,techsummary_2022857.pdf (3651.89 KB),Finance,Attached,ANIL KUMAR SINGH,30-Jan-2026 02:48 PM,finance_2022857.pdf,BOQ Comparative Chart,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,30-Jan-2026 02:51 PM,finsummary_2022857.pdf (3651.89 KB),Technical,Attached Comperative,ANIL KUMAR SINGH,19-Dec-2025 02:24 PM,technical_2022857.pdf,1.0,5754400.0,M/s Shivam Light House,INR,"111,187,960.92",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2025_UPPRC_1095456_2,45/GM-3/UPPCL/2025-26 DATE-26.11.2025,Proposed Construction Examination of Building at Dr. Ram Manohar Lohiya Awadh University Distt. Ayodhya (UP),1,5754400,M/s Shivam Light House,18-Dec-2025 02:34 PM,Accepted-AOC,L1,30-Jan-2026 02:54 PM,30-Jan-2026,"INR 111,187,960.92",540.0,ANIL KUMAR SINGH,30-Jan-2026 02:54 PM,Techncial_Comitee.pdf (3652.00 KB),L1,AOC
,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5748388,M/S SNT,16-Dec-2025 05:57 PM,Rejected-Finance,L2,30-Jan-2026 02:51 PM,,,,,,,,AOC
