Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
22-Jan-2026,"INR 32,834.75",25.0,Shyamnarayan Trigun,22-Jan-2026 01:48 PM,CamScanner2.pdf (297.00 KB),L1,Technical,bid,Shyamnarayan Trigun,17-Nov-2025 04:41 PM,technical_1997252.pdf,Pramod Kumar,Internal,Awdhesh Kumar,Shyamnarayan Trigun,17-Nov-2025 05:18 PM,18-Nov-2025 11:00 AM,techsummary_1997252.pdf (83.92 KB),1.0,5669545.0,M/S RAM SAGAR,INR,"32,835",Shyam Narayn Trigun,Internal,awdhesh kumar,Shyamnarayan Trigun,22-Jan-2026 01:46 PM,finsummary_1997252.pdf (83.92 KB),Finance,file add,Shyamnarayan Trigun,22-Jan-2026 01:44 PM,finance_1997252.pdf,BOQ Comparative Chart,1,5670190,M/S DINESH KUMAR,12-Nov-2025 11:20 AM,Rejected-Finance,L2,22-Jan-2026 01:46 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",2025_UPIDC_1083873_18,05/AE-5/2025-26,Earth work in silt clearance/Scarping of Mujehani Mr. from km. 0.000 to km. 2.200,AOC,1,Fee/PreQual/Technical,.pdf,NIT,06-Nov-2025 10:00 AM,12-Nov-2025 03:00 PM,06-Nov-2025 10:00 AM,12-Nov-2025 02:00 PM,NA ,NA ,06-Nov-2025 10:00 AM,12-Nov-2025 02:00 PM,18-Nov-2025 11:00 AM,559.0,Nil,Nil,No,AE-5 S.N.K.-1 BALRAMPUR,AE-5 S.N.K.-1 BALRAMPUR,"3,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",05/AE-5/2025-26,2025_UPIDC_1083873_18,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Earth work in silt clearance/Scarping of Mujehani Mr. from km. 0.000 to km. 2.200,Earth work in silt clearance/Scarping of Mujehani Mr. from km. 0.000 to km. 2.200,Please refer Tender documents. ,NA ,"33,000",Civil Works - Canal,NA ,Tender,90.0,NA ,Balrampur,271201.0,NA ,NA ,NA ,AE-5 S.N.K.-1 BALRAMPUR,No ,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5669545,M/S RAM SAGAR,11-Nov-2025 10:10 PM,Accepted-AOC,L1,22-Jan-2026 01:49 PM,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
