EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"32,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,1201/RED/Tender/2024-25,2025_REDUP_992502_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"09 Semi High Mast Lights (200 Watts with 06 lights) at public places, Block Aliya","09 Semi High Mast Lights (200 Watts with 06 lights) at public places, Block Aliya",Please refer Tender documents. ,NA ,"15,78,810",Civil Works,NA ,Tender,90.0,90.0,"Aliya, Sitapur",261001.0,NA ,NA ,NA ,Office of the EE RED Sitapur,No ,No,EE RED Sitapur,"Vikas Bhawan, Sitapur",1,Fee/PreQual/Technical,.pdf,Technical,944.0,Nil,Nil,No,10-Jan-2025 06:50 PM,17-Jan-2025 12:30 PM,10-Jan-2025 06:50 PM,16-Jan-2025 12:00 PM,NA ,NA ,10-Jan-2025 06:50 PM,16-Jan-2025 12:00 PM,27-Jan-2025 12:30 PM,AOC,1,4854054,M/s Mannat Construction,14-Jan-2025 05:48 PM,Accepted-AOC,L1,29-Jan-2026 04:25 PM,10-Feb-2025,"INR 1,578,652",90.0,Gyanendra Kumar,29-Jan-2026 04:25 PM,aliya.pdf (315.00 KB),Gyanendra Kumar,Internal,,Gyanendra Kumar,25-Jan-2025 11:50 AM,27-Jan-2025 12:30 PM,techsummary_1754247.pdf (336.42 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,27-Jan-2025 02:07 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2025_REDUP_992502_1,1201/RED/Tender/2024-25,"09 Semi High Mast Lights (200 Watts with 06 lights) at public places, Block Aliya",Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,20-Jan-2025 01:18 PM,,Gyanendra Kumar,Internal,,Gyanendra Kumar,31-Jan-2025 02:48 PM,finsummary_1754247.pdf (178.06 KB),1.0,4854054.0,M/s Mannat Construction,INR,"1,578,652",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,AOC,2,4854563,SHAKUN CONSTRUCTION,14-Jan-2025 09:35 PM,Rejected-Finance,Higher Rate Quoted,31-Jan-2025 02:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
