Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",Internal,,FAISAL ALAM,19-Jan-2026 04:42 PM,19-Jan-2026 04:45 PM,techsummary_2040255.pdf (240.07 KB),Finance,Bid Opening Summary,FAISAL ALAM,20-Jan-2026 06:06 PM,,BOQ Comparative Chart,20-Jan-2026,"INR 859,484",90.0,FAISAL ALAM,20-Jan-2026 07:37 PM,9.pdf (56.00 KB),AOC,1.0,5812988.0,ASHIRWAD ASSOCIATE,19-Jan-2026 12:49 AM,Rejected-AOC,L3,20-Jan-2026 07:38 PM,1.0,5812717.0,VISEN ASSOCIATE,INR,"859,484",Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Siar,2026_RDUP_1105782_1,1629 Date 12-01-2026 Lot No 9,baliya sonaulee pich rod se raamapur mukti dhaam jaane vaale raaste par pooliya ka nirmaan kaary,Technical,Bid Opening Summary,FAISAL ALAM,19-Jan-2026 04:17 PM,,"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",Internal,"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",FAISAL ALAM,20-Jan-2026 06:26 PM,finsummary_2040255.pdf (240.07 KB),AOC,BDO SIAR,BDO OFFICE SIAR,500.0,BDO SIAR,SIAR,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Siar,1629 Date 12-01-2026 Lot No 9,2026_RDUP_1105782_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,baliya sonaulee pich rod se raamapur mukti dhaam jaane vaale raaste par pooliya ka nirmaan kaary,baliya sonaulee pich rod se raamapur mukti dhaam jaane vaale raaste par pooliya ka nirmaan kaary,nit ,NA ,"8,60,000",Civil Works,NA ,Tender,90.0,90.0,KP SIAR,221715.0,NA ,NA ,NA ,BDO OFFICE SIAR,No ,No,1,DD - Demand Draft,13-Jan-2026 11:00 AM,19-Jan-2026 04:00 PM,13-Jan-2026 11:00 AM,19-Jan-2026 03:00 PM,NA ,NA ,13-Jan-2026 11:00 AM,19-Jan-2026 03:00 PM,19-Jan-2026 04:45 PM,"17,200",No,percentage,2.0%,BDO SIAR,SIAR,AOC
,,,,,,,,,,,,,,,,,,,,2.0,5813528.0,MAHADEV ASSOCIATE,19-Jan-2026 11:16 AM,Rejected-AOC,L2,20-Jan-2026 07:38 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3.0,5812717.0,VISEN ASSOCIATE,18-Jan-2026 09:21 PM,Accepted-AOC,L1,20-Jan-2026 07:38 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,AOC
