Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
266.0,Nil,Nil,No,EEID Sitapur,Irrigation Division Sitapur,Renovation work of metaled road in chhauch nahar colony in distt. Lakhimpur kheri. (Lot No-2),Renovation work of metaled road in chhauch nahar colony in distt. Lakhimpur kheri. (Lot No-2),Please refer Tender documents. ,NA ,"15,00,000",Civil Works,NA ,Rate Contract,90.0,30.0,ID Sitapur,261001.0,NA ,NA ,NA ,ID Sitapur,No ,No,16-Oct-2025 10:00 AM,24-Oct-2025 11:30 AM,16-Oct-2025 10:00 AM,24-Oct-2025 10:00 AM,NA ,NA ,16-Oct-2025 10:00 AM,24-Oct-2025 10:00 AM,25-Oct-2025 01:00 PM,1.0,SBI Bank,"30,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow||ID, sitapur",01/EE/2025-26,2025_UPIDC_1077130_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,AOC,EEID Sitapur,Internal,"EEID Lucknow, EEID Sharda Nagar",BALJEET BALJEET,24-Oct-2025 05:38 PM,25-Oct-2025 01:00 PM,techsummary_1982771.pdf (3201.29 KB),Finance,All Bider Accepted,BALJEET BALJEET,30-Oct-2025 12:06 PM,finance_1982771.pdf,BOQ Comparative Chart,EEID Sitapur,Internal,"EEID Lucknow, EEID Sitapur",BALJEET BALJEET,30-Oct-2025 12:11 PM,finsummary_1982771.pdf (3201.29 KB),Technical,All Bider Accepted,BALJEET BALJEET,24-Oct-2025 05:33 PM,technical_1982771.pdf,1,5623775,AJAY REKHA CONSTRUCTIONS,23-Oct-2025 08:23 PM,Rejected-Finance,Rejected,30-Oct-2025 12:11 PM,1.0,5623620.0,VIVEK NARAYAN PANDEY CONTRACTOR,INR,"915,006.64","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow||ID, sitapur",2025_UPIDC_1077130_9,01/EE/2025-26,Renovation work of metaled road in chhauch nahar colony in distt. Lakhimpur kheri. (Lot No-2),18-Nov-2025,"INR 1,500,000",30.0,BALJEET BALJEET,21-Jan-2026 12:46 PM,Ch.pdf (589.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5623527,Jagat Construction,23-Oct-2025 06:05 PM,Rejected-Finance,Rejected,30-Oct-2025 12:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5623607,M/S MANI ENTERPRISES & GENERAL ORDER SUPPLIORS,24-Oct-2025 09:18 AM,Rejected-Technical,Labour Certificate Not Attached and Experience not Sufficiant,24-Oct-2025 05:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5618402,RAJA RAM,18-Oct-2025 04:50 PM,Rejected-Finance,Rejected,30-Oct-2025 12:11 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5623620,VIVEK NARAYAN PANDEY CONTRACTOR,24-Oct-2025 09:30 AM,Accepted-AOC,AOC,21-Jan-2026 12:46 PM,,,,,,,,,,,,,,,,,AOC
