EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"46,600",No,fixed,,U.P. State warehousing corporation,Lucknow,05-Dec-2026 12:24 AM,22-Dec-2025 10:00 AM,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,NA ,NA ,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,31-Dec-2025 02:00 PM,"1,180",U.P. State warehousing corporation,Lucknow,No,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,Repair of UPSWC Godowns at Ramkot (Sitapur) Part-B,Repair of UPSWC Godowns at Ramkot (Sitapur) Part-B,Only registered contractor with UPSWC can apply ,NA ,"23,28,349",Civil Works,Maintenance /Construction Work ,Tender,90.0,90.0,Ramkot (Sitapur),211006.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,18-Dec-2025 02:00 PM ,Head Office UPSWC,No ,No,UP STATE WAREHOUSING CORPORATION,2025122639-2,2025_UPSWC_1096147_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,AOC,Technical,Technical Bid Result,Madan Pal Singh,30-Dec-2025 07:05 PM,technical_2017754.pdf,Sachiv,Internal,"unior Office Assistant, Junior Engineer, Rakesh Kumar Rawat Senior Account Officer, Suraj Rai Senior Account Officer,Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,02-Jan-2026 03:07 PM,finsummary_2017754.pdf (716.48 KB),Finance,Financial Bid Result,Madan Pal Singh,02-Jan-2026 01:00 PM,finance_2017754.pdf,BOQ Comparative Chart,Sachiv,Internal,"Sachiv (Chairperson), In Charge E.E.-Civil (Co-Ordinator), Manager Fin., Dy. Manager Fin.(Manish Sonkar), Sr. Acc. Officer (Suraj Rai), Sr. Acc. Officer (Rakesh Rawat), J.E. Civil, N.C.Joshi(Jr. Ass.)",Madan Pal Singh,30-Dec-2025 08:35 PM,31-Dec-2025 02:00 PM,techsummary_2017754.pdf (465.51 KB),09-Jan-2026,"INR 1,979,096.26",90.0,Rakesh Kumar Rawat,27-Jan-2026 03:45 PM,ramkB.pdf (597.00 KB),Work Award,1,5756268,Ankur Constructions,19-Dec-2025 10:41 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:46 PM,1.0,5759369.0,JMD ENTERPRISES,INR,"1,979,096.26",UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1096147_1,2025122639-2,Repair of UPSWC Godowns at Ramkot (Sitapur) Part-B,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5753873,A.T.CONS.,17-Dec-2025 09:11 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5749488,BIJNOR CONSTRUCTION and SUPPLIERS,17-Dec-2025 11:17 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5759359,DILEEP KUMAR GUPTA,20-Dec-2025 03:50 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5757847,GRACY ENTERPRISES,19-Dec-2025 08:41 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5759159,JAFARGANJ CONSTRUCTION,20-Dec-2025 02:45 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5759369,JMD ENTERPRISES,20-Dec-2025 03:56 PM,Accepted-AOC,Selected From lottery system,27-Jan-2026 03:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5754031,MAA DURGA CONSTRUCTION,17-Dec-2025 10:36 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5758114,M/s. Aakash Enterprises,19-Dec-2025 10:37 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5755859,M/S A.N CONSTRUCTIONS,18-Dec-2025 10:41 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:46 PM,,,,,,,,,,AOC
