Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Assistant Engineer IV,LDSC Lucknow.,1.0,SBI Bank,590.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,08-Aug-2025 03:00 PM,18-Aug-2025 03:00 PM,08-Aug-2025 03:00 PM,18-Aug-2025 12:00 PM,08-Aug-2025 03:00 PM ,18-Aug-2025 12:00 PM ,08-Aug-2025 03:00 PM,18-Aug-2025 12:00 PM,26-Aug-2025 11:00 AM,"Repairing and Maintenance works of Residence No. T-2-2/3 and T-2-2/4 at Canal Colony Cant Road, Lucknow.(Lot No.14)","Repairing and Maintenance works of Residence No. T-2-2/3 and T-2-2/4 at Canal Colony Cant Road, Lucknow.(Lot No.14)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,"3,360",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",03/AEIV/2025-26,2025_UPIDC_1063632_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,boq Summary,deena nath maurya,26-Aug-2025 01:32 PM,finance_1938437.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,28-Aug-2025 12:40 PM,finsummary_1938437.pdf (914.43 KB),1.0,5440529.0,vajid ali,INR,"164,085.67","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1063632_14,03/AEIV/2025-26,"Repairing and Maintenance works of Residence No. T-2-2/3 and T-2-2/4 at Canal Colony Cant Road, Lucknow.(Lot No.14)",1,5440692,M/S MOHD JAVED,17-Aug-2025 04:23 AM,Rejected-AOC,L2,02-Jan-2026 02:14 PM,01-Sep-2025,"INR 164,085.67",30.0,deena nath maurya,02-Jan-2026 02:14 PM,agno85.pdf (619.00 KB),AOC,Technical,Summary,deena nath maurya,25-Aug-2025 12:48 PM,technical_1938437.pdf,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,25-Aug-2025 05:05 PM,26-Aug-2025 11:00 AM,techsummary_1938437.pdf (914.43 KB),AOC
,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5440529,vajid ali,17-Aug-2025 01:38 AM,Accepted-AOC,L1,02-Jan-2026 02:14 PM,,,,,,,,,,,,,,,,,,,,AOC
