Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
17-Jan-2026,"INR 7,095,276",90.0,Dileep Shukla,17-Jan-2026 09:26 AM,1191_2.pdf (936.00 KB),1,5753579,M/S JITENDRA KUMAR YADAV,17-Dec-2025 06:08 PM,Rejected-Finance,Rejected,17-Jan-2026 09:23 AM,1.0,5753470.0,M/S R.P.Traders,INR,"7,095,276",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2025_REDUP_1099380_2,1191/SE RED Gorakhpur/Gorakhpur/25-26 Dt 22/11/2025,"Under District Gorakhpur, Construction of CC road from the main road near the railway crossing in Ward No. 07 Md. Gokulpuram to the houses of Arvind Yadav, Jai Prakash Sahni, Shivanand Rai, Dipton, Anjani Paswan, Mrityunjay Singh, Lot No 2",Technical,Summary,Dileep Shukla,24-Dec-2025 06:30 PM,,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,17-Jan-2026 09:23 AM,finsummary_2025229.pdf (936.20 KB),Finance,Summary,Dileep Shukla,30-Dec-2025 05:42 PM,,BOQ Comparative Chart,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,"Er D K Shukla SE RED Gorakhpur Circle, Er Vivek Priya EE RED Gorakhpur, Er P K Bharti EE RED Maharajganj, Mr Katayani Prasad DAO RED Gorakhpur",Dileep Shukla,26-Dec-2025 07:16 PM,29-Dec-2025 12:00 PM,techsummary_2025229.pdf (8393.47 KB),AOC,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur",1,Fee/PreQual/Technical,.pdf,FEES AND TECHNICAL DOCUMENTS,1.0,SBI Bank,"1,23,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,1191/SE RED Gorakhpur/Gorakhpur/25-26 Dt 22/11/2025,2025_REDUP_1099380_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,16-Dec-2025 10:00 AM,24-Dec-2025 12:30 PM,16-Dec-2025 10:00 AM,23-Dec-2025 12:00 PM,NA ,NA ,16-Dec-2025 10:00 AM,23-Dec-2025 12:00 PM,29-Dec-2025 12:00 PM,"2,714",Nil,Nil,No,"Under District Gorakhpur, Construction of CC road from the main road near the railway crossing in Ward No. 07 Md. Gokulpuram to the houses of Arvind Yadav, Jai Prakash Sahni, Shivanand Rai, Dipton, Anjani Paswan, Mrityunjay Singh, Lot No 2","Under District Gorakhpur, Construction of CC road from the main road near the railway crossing in Ward No. 07 Md. Gokulpuram to the houses of Arvind Yadav, Jai Prakash Sahni, Shivanand Rai, Dipton, Anjani Paswan, Mrityunjay Singh, Lot No 2",Please refer Tender documents. ,NA ,"60,30,000",Civil Works,NA ,Tender,90.0,90.0,Gorakhpur,273001.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",17-Dec-2025 11:00 AM ,SE RED Gorakhpur Circle,No ,No,AOC
,,,,,,2,5753470,M/S R.P.Traders,17-Dec-2025 05:18 PM,Accepted-AOC,AOC,17-Jan-2026 09:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,FINANCIAL DOCUMENTS(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
