Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,62/UPPCL/GM-7/E-TENDER/2025-26 Dated-21.11.2025,2025_UPPRC_1093042_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,33,000",No,fixed,,Nil,Nil,22-Nov-2025 11:00 AM,06-Dec-2025 04:00 PM,22-Nov-2025 11:00 AM,06-Dec-2025 02:00 PM,NA ,NA ,22-Nov-2025 11:00 AM,06-Dec-2025 02:00 PM,23-Dec-2025 02:00 PM,"General Manager, Zone-7, Lucknow","General Manager, Zone-7, U.P. Projects Corporation Ltd. Lucknow. Gomti Barrage, Left Bank, Gomti Nagar Lucknow.",1.0,Fee/PreQual/Technical,.pdf,BIDDOC,1.0,SBI Bank,Establishment of Cafeteria in old Khoti and Newly constructed library in the extension Part of old Kothi situated in the premises of State Museum Lucknow.,Establishment of Cafeteria in old Khoti and Newly constructed library in the extension Part of old Kothi situated in the premises of State Museum Lucknow.,Please refer Tender documents. ,NA ,"3,66,62,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,District- Lucknow (U.P.),226001.0,NA ,NA ,NA ,LUCKNOW,No ,No,"17,700",Nil,Nil,No,AOC,Finance,Enclosed,RAKESH VERMA,28-Jan-2026 01:15 PM,finance_2008537.pdf,BOQ Comparative Chart,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-8, Lucknow, Accountant, Unit-8, Lucknow",RAKESH VERMA,20-Dec-2025 06:30 PM,23-Dec-2025 02:00 PM,techsummary_2008537.pdf (3024.68 KB),Technical,Enclosed,RAKESH VERMA,20-Dec-2025 06:15 PM,technical_2008537.pdf,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-8, Lucknow, Accountant, Unit-8,Lucknow",RAKESH VERMA,28-Jan-2026 01:20 PM,finsummary_2008537.pdf (3024.68 KB),28-Jan-2026,"INR 36,350,659.7",270.0,RAKESH VERMA,28-Jan-2026 01:25 PM,AOC62.pdf (427.00 KB),Enclosed,1,5725770,AQUATECH ENGINEERS,06-Dec-2025 12:20 PM,Rejected-Technical,Disqualified,20-Dec-2025 06:30 PM,1.0,5720418.0,m/s ankur and brothers,INR,"36,350,659.7",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,2025_UPPRC_1093042_1,62/UPPCL/GM-7/E-TENDER/2025-26 Dated-21.11.2025,Establishment of Cafeteria in old Khoti and Newly constructed library in the extension Part of old Kothi situated in the premises of State Museum Lucknow.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5720418,m/s ankur and brothers,06-Dec-2025 10:51 AM,Accepted-AOC,Accepted,28-Jan-2026 01:25 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5725841,M/S EVERGREEN ENTERPRISES,06-Dec-2025 12:03 PM,Rejected-Technical,Disqualified,20-Dec-2025 06:30 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5724827,PAVAKI INFRASOLUTIONS LLP,06-Dec-2025 01:12 PM,Rejected-Technical,Disqualified,20-Dec-2025 06:30 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5724660,PIYUSH KUMAR SINGH CONTRACTOR,05-Dec-2025 02:05 PM,Rejected-AOC,Accepted,28-Jan-2026 01:25 PM,,,,,,,,,,AOC
